source_qid,target_qid,property_type,identifier
Q102826,Q91146,P62,6000000018740225067
Q111906,Q100244,P62,6000000018800141583
Q112233,Q100571,P62,6000000018800267846
Q112283,Q100621,P62,6000000018800311739
Q112281,Q100619,P62,6000000018800396402
Q112952,Q101291,P62,6000000018800604202
Q112285,Q100623,P62,6000000018800633086
Q112475,Q100814,P62,6000000018800893970
Q112878,Q101217,P62,6000000018800940575
Q112329,Q100667,P62,6000000018801029328
Q112880,Q101219,P62,6000000018801076643
Q113246,Q101585,P62,6000000018801234170
Q112882,Q101221,P62,6000000018801278126
Q112231,Q100569,P62,6000000018801326007
Q112884,Q101223,P62,6000000018801368002
Q107165,Q95505,P62,6000000018801383844
Q107169,Q95508,P62,6000000018801391954
Q107179,Q95518,P62,6000000018801484635
Q107171,Q95510,P62,6000000018801639352
Q107175,Q95514,P62,6000000018801825087
Q104639,Q92972,P62,6000000018808378146
Q105056,Q93391,P62,6000000018814167571
Q105050,Q93385,P62,6000000018814365848
Q107641,Q95980,P62,6000000018823908865
Q107639,Q95978,P62,6000000018824217677
Q107633,Q95972,P62,6000000018824402549
Q107643,Q95982,P62,6000000018824504124
Q107637,Q95976,P62,6000000018824506091
Q106321,Q94659,P62,6000000018839825290
Q107302,Q95643,P62,6000000018850365729
Q106759,Q95097,P62,6000000018850524291
Q108509,Q96850,P62,6000000018884943000
Q107841,Q96180,P62,6000000018885635085
Q108809,Q97151,P62,6000000018886395335
Q108807,Q97149,P62,6000000018886623157
Q106331,Q94669,P62,6000000018889282534
Q107817,Q96157,P62,6000000018889821142
Q106048,Q94383,P62,6000000018898609799
Q106675,Q95013,P62,6000000018898808662
Q106348,Q94687,P62,6000000018898861596
Q105865,Q94201,P62,6000000018899108140
Q105867,Q94203,P62,6000000018899189467
Q106203,Q94541,P62,6000000018899240087
Q107813,Q96153,P62,6000000018899439379
Q107811,Q96151,P62,6000000018899545065
Q106014,Q94349,P62,6000000018899893078
Q105877,Q94213,P62,6000000018911628255
Q105863,Q94199,P62,6000000018912443823
Q106341,Q94679,P62,6000000018912511841
Q105859,Q94195,P62,6000000018912521879
Q105818,Q94151,P62,6000000018912726922
Q106038,Q94373,P62,6000000018913003134
Q106751,Q95089,P62,6000000018913026131
Q105547,Q93880,P62,6000000018917908893
Q106669,Q95007,P62,6000000018919342871
Q105838,Q94171,P62,6000000018919727884
Q106687,Q95025,P62,6000000018920176572
Q105822,Q94155,P62,6000000018920229053
Q106681,Q95019,P62,6000000018920666116
Q107291,Q95631,P62,6000000018921010133
Q106062,Q94397,P62,6000000018921624058
Q107271,Q95611,P62,6000000018921696128
Q107181,Q95520,P62,6000000018921851332
Q106183,Q94521,P62,6000000018921941466
Q106010,Q94345,P62,6000000018921948314
Q107195,Q95534,P62,6000000018922086207
Q106195,Q94533,P62,6000000018922407055
Q107111,Q95450,P62,6000000018922410208
Q107629,Q95968,P62,6000000018922965942
Q108109,Q96448,P62,6000000018923361516
Q106400,Q94739,P62,6000000018928043038
Q107939,Q96278,P62,6000000018940181235
Q106133,Q94471,P62,6000000018941435048
Q106040,Q94375,P62,6000000018948502559
Q105861,Q94197,P62,6000000018949219299
Q106342,Q94681,P62,6000000018949223505
Q106817,Q95155,P62,6000000018952544271
Q105541,Q93874,P62,6000000018952971418
Q105370,Q93704,P62,6000000018959746320
Q105372,Q93706,P62,6000000018963349722
Q109272,Q97614,P62,6000000019002899106
Q106825,Q95163,P62,6000000019013152128
Q100963,Q89283,P62,6000000019048668773
Q101126,Q89447,P62,6000000019049129888
Q101124,Q89445,P62,6000000019049210640
Q101354,Q89675,P62,6000000019049314712
Q101122,Q89443,P62,6000000019049342439
Q103044,Q91364,P62,6000000019049350559
Q100961,Q89281,P62,6000000019049405334
Q100829,Q89149,P62,6000000019049632096
Q100955,Q89275,P62,6000000019049711093
Q109981,Q98321,P62,6000000019060689516
Q102770,Q91090,P62,6000000019072021679
Q102814,Q91134,P62,6000000019072029582
Q102864,Q91184,P62,6000000019072042752
Q102820,Q91140,P62,6000000019072072625
Q102768,Q91088,P62,6000000019072105552
Q102818,Q91138,P62,6000000019072341010
Q102904,Q91224,P62,6000000019080307361
Q102828,Q91148,P62,6000000019080331963
Q102942,Q91262,P62,6000000019081672885
Q105522,Q93856,P62,6000000019081739989
Q102940,Q91260,P62,6000000019081980663
Q105520,Q93854,P62,6000000019082148151
Q102674,Q90994,P62,6000000019082893739
Q102516,Q90835,P62,6000000019083306289
Q102476,Q90795,P62,6000000019083446520
Q102480,Q90799,P62,6000000019083468368
Q102490,Q90809,P62,6000000019083817003
Q102862,Q91182,P62,6000000019093548365
Q105537,Q93870,P62,6000000019093753517
Q102804,Q91124,P62,6000000019094167179
Q104318,Q92647,P62,6000000019128810417
Q104888,Q93223,P62,6000000019128847309
Q105527,Q93860,P62,6000000019129091833
Q102540,Q90859,P62,6000000019129375528
Q104330,Q92659,P62,6000000019129479075
Q102514,Q90833,P62,6000000019137191510
Q102498,Q90817,P62,6000000019139046742
Q102771,Q91092,P62,6000000019140024848
Q105621,Q93955,P62,6000000019140673087
Q102783,Q91104,P62,6000000019149100793
Q102952,Q91272,P62,6000000019149112495
Q100568,Q88886,P62,6000000019162013544
Q102788,Q91108,P62,6000000019162029830
Q100570,Q88888,P62,6000000019162158117
Q110801,Q99141,P62,6000000019163255762
Q102438,Q90757,P62,6000000019175833105
Q110453,Q98792,P62,6000000019179812609
Q109913,Q98253,P62,6000000019180336421
Q106064,Q94399,P62,6000000019186147306
Q110883,Q99222,P62,6000000019214437737
Q102662,Q90982,P62,6000000019214447900
Q110859,Q99198,P62,6000000019214510721
Q102792,Q91112,P62,6000000019215165997
Q109977,Q98317,P62,6000000019215246924
Q109983,Q98323,P62,6000000019215516222
Q102650,Q90970,P62,6000000019226813894
Q102728,Q91048,P62,6000000019226953800
Q102648,Q90968,P62,6000000019227141366
Q100578,Q88896,P62,6000000019227590234
Q102773,Q91094,P62,6000000019227644103
Q110867,Q99206,P62,6000000019228343974
Q114539,Q102875,P62,6000000019239574125
Q110813,Q99152,P62,6000000019242096920
Q110837,Q99176,P62,6000000019242161402
Q110833,Q99172,P62,6000000019242278521
Q110521,Q98860,P62,6000000019242385756
Q110889,Q99228,P62,6000000019242618266
Q110815,Q99154,P62,6000000019242797016
Q105418,Q93752,P62,6000000019243251252
Q110835,Q99174,P62,6000000019249176919
Q102744,Q91064,P62,6000000019252631964
Q102432,Q90751,P62,6000000019264140826
Q106127,Q94465,P62,6000000019345360334
Q110473,Q98812,P62,6000000019345520608
Q106374,Q94713,P62,6000000019345548316
Q106376,Q94715,P62,6000000019351726550
Q106378,Q94717,P62,6000000019351918136
Q105456,Q93790,P62,6000000019511179115
Q110657,Q98996,P62,6000000019525849116
Q112844,Q101183,P62,6000000019600431144
Q108919,Q97260,P62,6000000019778565000
Q105252,Q93586,P62,6000000019788418024
Q104902,Q93237,P62,6000000019788568688
Q104326,Q92655,P62,6000000019788986586
Q117505,Q105850,P62,6000000019789185976
Q115226,Q103565,P62,6000000019789277523
Q117497,Q105843,P62,6000000019789343677
Q117685,Q106031,P62,6000000019789535975
Q117503,Q105847,P62,6000000019789625716
Q117627,Q105973,P62,6000000019789672444
Q117507,Q105852,P62,6000000019789757069
Q115324,Q103663,P62,6000000019789868215
Q111102,Q99440,P62,6000000019815068263
Q105549,Q93882,P62,6000000019919733555
Q103927,Q92252,P62,6000000019919736927
Q115743,Q104085,P62,6000000019919983752
Q112383,Q100722,P62,6000000020024654868
Q116598,Q104945,P62,6000000020048217120
Q110291,Q98631,P62,6000000020112360826
Q109052,Q97394,P62,6000000020112511805
Q109729,Q98069,P62,6000000020112687289
Q107703,Q96042,P62,6000000020112730305
Q107201,Q95540,P62,6000000020112892442
Q108352,Q96693,P62,6000000020112898219
Q110905,Q99244,P62,6000000020112968036
Q117629,Q105975,P62,6000000020129728116
Q100957,Q89277,P62,6000000020150242929
Q100560,Q88878,P62,6000000020150263358
Q102932,Q91252,P62,6000000020150673328
Q117689,Q106035,P62,6000000020180781625
Q116900,Q105247,P62,6000000020196296702
Q116898,Q105245,P62,6000000020196340367
Q116908,Q105255,P62,6000000020196491450
Q115351,Q103691,P62,6000000020196836126
Q117020,Q105367,P62,6000000020196878873
Q115349,Q103689,P62,6000000020196938789
Q112828,Q101167,P62,6000000020239121170
Q112838,Q101177,P62,6000000020239247923
Q113270,Q101609,P62,6000000020319007651
Q111445,Q99783,P62,6000000020416415664
Q111476,Q99813,P62,6000000020417887078
Q103456,Q91777,P62,6000000020451442660
Q107157,Q95497,P62,6000000020558535197
Q106664,Q95001,P62,6000000020558538043
Q108304,Q96645,P62,6000000020558619488
Q107671,Q96010,P62,6000000020558759860
Q110247,Q98587,P62,6000000020558993654
Q108980,Q97322,P62,6000000020559028306
Q109687,Q98027,P62,6000000020559201333
Q104128,Q92454,P62,6000000020560547709
Q103514,Q91835,P62,6000000020560556293
Q103761,Q92086,P62,6000000020560690910
Q103759,Q92084,P62,6000000020560690915
Q103512,Q91833,P62,6000000020560690920
Q115593,Q103934,P62,6000000020561688581
Q115597,Q103938,P62,6000000020561714595
Q111977,Q100314,P62,6000000020561913085
Q107521,Q95860,P62,6000000020602188083
Q116009,Q104353,P62,6000000020681771593
Q116011,Q104355,P62,6000000020681830330
Q111020,Q99358,P62,6000000020682108607
Q117242,Q105588,P62,6000000020695010824
Q116872,Q105219,P62,6000000020732133782
Q116874,Q105221,P62,6000000020732151679
Q114860,Q103197,P62,6000000020732177423
Q108089,Q96428,P62,6000000020744032588
Q117699,Q106045,P62,6000000020796189689
Q115188,Q103525,P62,6000000020827568632
Q112994,Q101333,P62,6000000020828528170
Q115190,Q103527,P62,6000000020828564145
Q105100,Q93435,P62,6000000020840785145
Q117286,Q105632,P62,6000000020840943340
Q104452,Q92783,P62,6000000020841112741
Q103976,Q92302,P62,6000000020841824021
Q103654,Q91978,P62,6000000020841870671
Q103414,Q91735,P62,6000000020842034974
Q104450,Q92780,P62,6000000020842067857
Q108996,Q97338,P62,6000000020842427547
Q109000,Q97342,P62,6000000020842511438
Q106677,Q95015,P62,6000000020842561553
Q107675,Q96014,P62,6000000020842934476
Q117927,Q106272,P62,6000000020854769175
Q106094,Q94429,P62,6000000020870388498
Q109190,Q97532,P62,6000000020872710694
Q108517,Q96858,P62,6000000020876303925
Q109284,Q97626,P62,6000000020876572977
Q115290,Q103629,P62,6000000020894068238
Q111808,Q100146,P62,6000000020896150628
Q104416,Q92746,P62,6000000020921105800
Q103064,Q91384,P62,6000000020921639872
Q116660,Q105007,P62,6000000020958574203
Q108859,Q97201,P62,6000000021077690247
Q102856,Q91176,P62,6000000021118537257
Q102902,Q91222,P62,6000000021118595337
Q106524,Q94862,P62,6000000021139635385
Q106498,Q94836,P62,6000000021140065578
Q109280,Q97622,P62,6000000021140111477
Q109921,Q98261,P62,6000000021140317290
Q110465,Q98804,P62,6000000021140377262
Q110447,Q98786,P62,6000000021213972378
Q109905,Q98245,P62,6000000021223845496
Q109907,Q98247,P62,6000000021224179739
Q109909,Q98249,P62,6000000021300814253
Q115122,Q103459,P62,6000000021341337567
Q104790,Q93124,P62,6000000021407603696
Q117695,Q106041,P62,6000000021438757195
Q107310,Q95651,P62,6000000021506592084
Q108547,Q96888,P62,6000000021564067112
Q117853,Q106198,P62,6000000021635177050
Q116938,Q105285,P62,6000000021673813730
Q115465,Q103806,P62,6000000021674599002
Q115152,Q103489,P62,6000000021693852360
Q117364,Q105710,P62,6000000021694806879
Q115154,Q103491,P62,6000000021694806886
Q117368,Q105714,P62,6000000021694847821
Q117130,Q105477,P62,6000000021717077433
Q117128,Q105475,P62,6000000021717330930
Q104259,Q92587,P62,6000000021734287358
Q113110,Q101449,P62,6000000021745697228
Q116033,Q104377,P62,6000000021748787881
Q117306,Q105652,P62,6000000021749924466
Q117308,Q105654,P62,6000000021749924472
Q117479,Q105825,P62,6000000021750419156
Q116035,Q104379,P62,6000000021768543201
Q116037,Q104381,P62,6000000021768697294
Q116039,Q104383,P62,6000000021768884084
Q116041,Q104385,P62,6000000021768989860
Q116043,Q104387,P62,6000000021770972705
Q117348,Q105694,P62,6000000021789873094
Q115549,Q103890,P62,6000000021790524835
Q111664,Q100001,P62,6000000021801820504
Q116398,Q104745,P62,6000000021808314799
Q116400,Q104747,P62,6000000021808560064
Q114512,Q102847,P62,6000000021808571597
Q114510,Q102845,P62,6000000021808674233
Q102382,Q90702,P62,6000000021827305822
Q112792,Q101131,P62,6000000021965986454
Q117458,Q105803,P62,6000000021978981964
Q116718,Q105065,P62,6000000022139918488
Q112684,Q101023,P62,6000000022141487939
Q116726,Q105073,P62,6000000022141489062
Q114747,Q103083,P62,6000000022141494890
Q100550,Q88867,P62,6000000022292767797
Q102654,Q90974,P62,6000000022293191896
Q100927,Q89247,P62,6000000022293221370
Q101096,Q89417,P62,6000000022293221383
Q101326,Q89647,P62,6000000022293271660
Q110839,Q99178,P62,6000000022293285758
Q100931,Q89251,P62,6000000022293322605
Q100546,Q88864,P62,6000000022293338387
Q100783,Q89103,P62,6000000022293343354
Q100925,Q89245,P62,6000000022293344583
Q100552,Q88869,P62,6000000022293431421
Q100799,Q89119,P62,6000000022293469084
Q100668,Q88986,P62,6000000022293471117
Q101098,Q89419,P62,6000000022293525369
Q100787,Q89107,P62,6000000022293548472
Q100795,Q89115,P62,6000000022293552965
Q100670,Q88988,P62,6000000022293555013
Q100676,Q88994,P62,6000000022293560452
Q100929,Q89249,P62,6000000022293562073
Q100548,Q88865,P62,6000000022293578833
Q100678,Q88996,P62,6000000022293618877
Q100785,Q89105,P62,6000000022293619915
Q100672,Q88990,P62,6000000022293629918
Q101324,Q89645,P62,6000000022293639062
Q100791,Q89111,P62,6000000022293652292
Q100674,Q88992,P62,6000000022293665835
Q101570,Q89891,P62,6000000022293683970
Q100789,Q89109,P62,6000000022293700810
Q100933,Q89253,P62,6000000022293714165
Q100793,Q89113,P62,6000000022293742443
Q100797,Q89117,P62,6000000022293744083
Q102600,Q90920,P62,6000000022305889101
Q117767,Q106111,P62,6000000022347781965
Q110829,Q99168,P62,6000000022351208415
Q110869,Q99208,P62,6000000022364080398
Q110891,Q99230,P62,6000000022364188415
Q109979,Q98319,P62,6000000022394251963
Q100697,Q89016,P62,6000000022395109600
Q102730,Q91050,P62,6000000022395250917
Q102732,Q91052,P62,6000000022395260897
Q102777,Q91098,P62,6000000022395270996
Q100580,Q88898,P62,6000000022395386958
Q100572,Q88890,P62,6000000022395556794
Q102664,Q90984,P62,6000000022395641760
Q110199,Q98539,P62,6000000022423086568
Q110727,Q99066,P62,6000000022423190630
Q108230,Q96571,P62,6000000022423224462
Q107623,Q95962,P62,6000000022423224469
Q107125,Q95464,P62,6000000022423304284
Q109621,Q97961,P62,6000000022423335233
Q108911,Q97252,P62,6000000022423503911
Q100558,Q88876,P62,6000000022453861337
Q100566,Q88884,P62,6000000022453877614
Q100951,Q89271,P62,6000000022453898247
Q100684,Q89002,P62,6000000022453905028
Q110877,Q99216,P62,6000000022465948000
Q110879,Q99218,P62,6000000022465976790
Q100801,Q89121,P62,6000000022466764254
Q102596,Q90916,P62,6000000022466879384
Q102790,Q91110,P62,6000000022469818096
Q110825,Q99164,P62,6000000022500462505
Q102656,Q90976,P62,6000000022500504233
Q110519,Q98858,P62,6000000022500683085
Q103032,Q91352,P62,6000000022514172716
Q100769,Q89089,P62,6000000022514232653
Q100919,Q89239,P62,6000000022514285710
Q100765,Q89085,P62,6000000022514320785
Q100917,Q89237,P62,6000000022514497324
Q100767,Q89087,P62,6000000022514552060
Q100656,Q88974,P62,6000000022514625195
Q100921,Q89241,P62,6000000022514641892
Q100915,Q89235,P62,6000000022514790937
Q102678,Q90998,P62,6000000022555460826
Q102832,Q91152,P62,6000000022556649178
Q115156,Q103493,P62,6000000022727773727
Q116201,Q104545,P62,6000000022884217787
Q109929,Q98269,P62,6000000022889878070
Q109927,Q98267,P62,6000000022889907326
Q102592,Q90912,P62,6000000023204988036
Q117366,Q105712,P62,6000000023301250006
Q112033,Q100370,P62,6000000023496936387
Q112471,Q100810,P62,6000000023496936393
Q112031,Q100368,P62,6000000023497095267
Q113244,Q101583,P62,6000000023497202202
Q114428,Q102763,P62,6000000023497202208
Q112473,Q100812,P62,6000000023497346847
Q113242,Q101581,P62,6000000023497346853
Q100901,Q89221,P62,6000000023683609204
Q103867,Q92192,P62,6000000023683633206
Q100761,Q89081,P62,6000000023683634675
Q102966,Q91286,P62,6000000023683667306
Q103596,Q91920,P62,6000000023683682445
Q103030,Q91350,P62,6000000023683682735
Q101264,Q89584,P62,6000000023683773125
Q104482,Q92813,P62,6000000023685444986
Q102450,Q90769,P62,6000000023698430992
Q104701,Q93034,P62,6000000023811692102
Q107921,Q96260,P62,6000000024092571138
Q103660,Q91984,P62,6000000024325060844
Q103978,Q92304,P62,6000000024327286853
Q103235,Q91554,P62,6000000024378667170
Q115186,Q103523,P62,6000000024421555987
Q112243,Q100581,P62,6000000024582929678
Q112241,Q100579,P62,6000000024583079793
Q112902,Q101241,P62,6000000024583083786
Q109953,Q98293,P62,6000000024600592525
Q109320,Q97662,P62,6000000024600731690
Q110495,Q98834,P62,6000000024600795333
Q110497,Q98836,P62,6000000024600889486
Q108629,Q96970,P62,6000000024601131047
Q109324,Q97666,P62,6000000024601302957
Q109322,Q97664,P62,6000000024601317966
Q105144,Q93479,P62,6000000024611854819
Q117693,Q106039,P62,6000000024686460016
Q105398,Q93732,P62,6000000024709583539
Q105396,Q93730,P62,6000000024710307138
Q105420,Q93754,P62,6000000024710665957
Q102946,Q91266,P62,6000000024713365920
Q100699,Q89018,P62,6000000024713828274
Q100582,Q88900,P62,6000000024713907143
Q100825,Q89145,P62,6000000024713916197
Q100947,Q89267,P62,6000000024713923163
Q101114,Q89435,P62,6000000024713954282
Q101346,Q89667,P62,6000000024714210000
Q104910,Q93245,P62,6000000024861382047
Q103931,Q92256,P62,6000000024862267114
Q111321,Q99659,P62,6000000024878664232
Q111003,Q99342,P62,6000000024889039681
Q111012,Q99350,P62,6000000024889255134
Q111014,Q99352,P62,6000000024902478637
Q111016,Q99354,P62,6000000024902708910
Q106662,Q94999,P62,6000000024976446776
Q107155,Q95495,P62,6000000024976715560
Q108302,Q96643,P62,6000000024976820367
Q108978,Q97320,P62,6000000024976871462
Q110753,Q99092,P62,6000000024976878320
Q109685,Q98025,P62,6000000024977034114
Q106285,Q94623,P62,6000000024977047177
Q110245,Q98585,P62,6000000024978145171
Q107669,Q96008,P62,6000000024979195129
Q103120,Q91440,P62,6000000025053523442
Q103054,Q91374,P62,6000000025053550391
Q108675,Q97016,P62,6000000025067860436
Q106572,Q94910,P62,6000000025067885073
Q108003,Q96342,P62,6000000025067908169
Q107428,Q95768,P62,6000000025067984275
Q106931,Q95269,P62,6000000025068029025
Q109999,Q98339,P62,6000000025068370060
Q109370,Q97712,P62,6000000025068508062
Q107470,Q95810,P62,6000000025068911854
Q110079,Q98420,P62,6000000025069461640
Q108775,Q97117,P62,6000000025069902334
Q109468,Q97809,P62,6000000025070221877
Q106434,Q94772,P62,6000000025071820108
Q106809,Q95147,P62,6000000025071930900
Q106339,Q94677,P62,6000000025080257529
Q106749,Q95087,P62,6000000025080801011
Q106036,Q94371,P62,6000000025080847846
Q108585,Q96926,P62,6000000025081607993
Q107346,Q95686,P62,6000000025082106135
Q107929,Q96268,P62,6000000025083396716
Q107919,Q96258,P62,6000000025084132950
Q110383,Q98723,P62,6000000025097949957
Q106861,Q95199,P62,6000000025099649304
Q106873,Q95211,P62,6000000025100420389
Q106803,Q95141,P62,6000000025123417952
Q105783,Q94116,P62,6000000025145164326
Q107015,Q95353,P62,6000000025153395773
Q108095,Q96434,P62,6000000025153622803
Q106707,Q95045,P62,6000000025169071034
Q106727,Q95065,P62,6000000025169111229
Q109879,Q98219,P62,6000000025169492526
Q110409,Q98748,P62,6000000025170709846
Q110405,Q98744,P62,6000000025170843832
Q109230,Q97572,P62,6000000025171502199
Q107885,Q96224,P62,6000000025171531834
Q107316,Q95656,P62,6000000025171601964
Q108551,Q96892,P62,6000000025171633855
Q106827,Q95165,P62,6000000025171752112
Q107859,Q96198,P62,6000000025181008553
Q108531,Q96872,P62,6000000025181253731
Q107863,Q96202,P62,6000000025181357804
Q108521,Q96862,P62,6000000025181453956
Q107322,Q95662,P62,6000000025181720979
Q107320,Q95660,P62,6000000025181803873
Q107861,Q96200,P62,6000000025181835840
Q107865,Q96204,P62,6000000025181988925
Q109218,Q97560,P62,6000000025182396225
Q109228,Q97570,P62,6000000025182908484
Q109226,Q97568,P62,6000000025183100881
Q109224,Q97566,P62,6000000025183135892
Q109941,Q98281,P62,6000000025184627310
Q109156,Q97498,P62,6000000025184897819
Q106717,Q95055,P62,6000000025185484134
Q106739,Q95077,P62,6000000025185793221
Q107765,Q96104,P62,6000000025186020879
Q107249,Q95589,P62,6000000025186027008
Q108477,Q96819,P62,6000000025186174151
Q109815,Q98155,P62,6000000025186692873
Q106574,Q94912,P62,6000000025205231427
Q110081,Q98422,P62,6000000025206659766
Q110601,Q98940,P62,6000000025208244875
Q106570,Q94908,P62,6000000025208778088
Q106568,Q94906,P62,6000000025209215913
Q107697,Q96036,P62,6000000025264635897
Q106346,Q94685,P62,6000000025273042558
Q106046,Q94381,P62,6000000025273840920
Q103444,Q91765,P62,6000000025309173751
Q103446,Q91767,P62,6000000025309650152
Q103682,Q92006,P62,6000000025310094960
Q117485,Q105831,P62,6000000025346603995
Q103632,Q91956,P62,6000000025375458390
Q105709,Q94042,P62,6000000025427160269
Q103028,Q91348,P62,6000000025439929275
Q100638,Q88956,P62,6000000025440107191
Q101388,Q89709,P62,6000000025604526380
Q103406,Q91727,P62,6000000025604620501
Q105008,Q93343,P62,6000000025742807509
Q101396,Q89717,P62,6000000025793388172
Q100682,Q89000,P62,6000000025889170236
Q115002,Q103339,P62,6000000025986662316
Q115004,Q103341,P62,6000000025987253922
Q115649,Q103991,P62,6000000026036439210
Q105004,Q93339,P62,6000000026051151879
Q106679,Q95017,P62,6000000026066263419
Q107203,Q95542,P62,6000000026066296698
Q107705,Q96044,P62,6000000026066371617
Q105747,Q94080,P62,6000000026066699427
Q108354,Q96695,P62,6000000026066746333
Q110253,Q98593,P62,6000000026066869902
Q103905,Q92230,P62,6000000026069954311
Q103006,Q91326,P62,6000000026070132430
Q102972,Q91292,P62,6000000026070301681
Q103210,Q91530,P62,6000000026070994421
Q104310,Q92639,P62,6000000026072098303
Q103626,Q91950,P62,6000000026073080470
Q104396,Q92726,P62,6000000026092134582
Q104854,Q93189,P62,6000000026107614192
Q103869,Q92194,P62,6000000026107690093
Q116514,Q104861,P62,6000000026122123989
Q113092,Q101431,P62,6000000026165108829
Q104438,Q92768,P62,6000000026175611827
Q116704,Q105051,P62,6000000026188456753
Q114729,Q103065,P62,6000000026188979304
Q112043,Q100380,P62,6000000026261235500
Q104014,Q92340,P62,6000000026311742594
Q103702,Q92026,P62,6000000026312321453
Q104255,Q92583,P62,6000000026439317242
Q100819,Q89139,P62,6000000026482833172
Q101108,Q89429,P62,6000000026483034556
Q100693,Q89012,P62,6000000026483478390
Q101110,Q89431,P62,6000000026487805130
Q101340,Q89661,P62,6000000026488079848
Q100943,Q89263,P62,6000000026489372834
Q101342,Q89663,P62,6000000026490112829
Q100574,Q88892,P62,6000000026495325045
Q102702,Q91022,P62,6000000026495663850
Q108992,Q97334,P62,6000000026605752780
Q110765,Q99104,P62,6000000026605984356
Q110263,Q98603,P62,6000000026606161067
Q108318,Q96659,P62,6000000026606228542
Q109697,Q98037,P62,6000000026606316322
Q110763,Q99102,P62,6000000026606351031
Q115911,Q104254,P62,6000000026715304362
Q104822,Q93156,P62,6000000026854095454
Q116490,Q104837,P62,6000000027024178106
Q111315,Q99653,P62,6000000027047921596
Q111317,Q99655,P62,6000000027048044573
Q110143,Q98483,P62,6000000027104940030
Q110671,Q99010,P62,6000000027105007107
Q109542,Q97883,P62,6000000027105051963
Q108843,Q97185,P62,6000000027105165824
Q103958,Q92284,P62,6000000027111136699
Q105092,Q93427,P62,6000000027131481593
Q101288,Q89608,P62,6000000027176492494
Q103622,Q91946,P62,6000000027176601409
Q103688,Q92012,P62,6000000027214240840
Q104532,Q92864,P62,6000000027214821266
Q105192,Q93526,P62,6000000027215091821
Q115931,Q104274,P62,6000000027218462361
Q116608,Q104955,P62,6000000027227256349
Q113050,Q101389,P62,6000000027229916386
Q112347,Q100685,P62,6000000027230246063
Q112349,Q100687,P62,6000000027230349224
Q111082,Q99420,P62,6000000027255117147
Q106616,Q94954,P62,6000000027330758578
Q104914,Q93249,P62,6000000027453797822
Q101046,Q89367,P62,6000000027596366328
Q100719,Q89039,P62,6000000027596481786
Q101236,Q89556,P62,6000000027596483032
Q103322,Q91642,P62,6000000027596567383
Q100887,Q89207,P62,6000000027596597174
Q103022,Q91342,P62,6000000027596637152
Q110309,Q98649,P62,6000000027627496624
Q109094,Q97436,P62,6000000027627669471
Q109755,Q98095,P62,6000000027627769518
Q110921,Q99260,P62,6000000027628048933
Q108833,Q97175,P62,6000000027651002739
Q109532,Q97873,P62,6000000027651508102
Q104332,Q92661,P62,6000000027666217048
Q104336,Q92665,P62,6000000027666287983
Q116556,Q104903,P62,6000000027746189371
Q114621,Q102957,P62,6000000027746448325
Q112629,Q100968,P62,6000000027747862289
Q116558,Q104905,P62,6000000027748460225
Q114619,Q102955,P62,6000000027748939179
Q114617,Q102953,P62,6000000027749552047
Q112631,Q100970,P62,6000000027749720965
Q115951,Q104294,P62,6000000027789312035
Q114902,Q103238,P62,6000000027793912207
Q105733,Q94066,P62,6000000027822456723
Q105731,Q94064,P62,6000000027822575057
Q107129,Q95468,P62,6000000027919516272
Q104840,Q93174,P62,6000000027945136387
Q104836,Q93170,P62,6000000027946701204
Q104842,Q93177,P62,6000000027946890285
Q117152,Q105499,P62,6000000027968941422
Q115064,Q103401,P62,6000000027969053375
Q115070,Q103407,P62,6000000027969266212
Q102688,Q91008,P62,6000000028227539026
Q102690,Q91010,P62,6000000028227552893
Q102686,Q91006,P62,6000000028227565314
Q105180,Q93514,P62,6000000028414281335
Q103020,Q91340,P62,6000000028478585864
Q102402,Q90721,P62,6000000028646381511
Q105723,Q94056,P62,6000000028646484446
Q105939,Q94275,P62,6000000028646615258
Q105941,Q94277,P62,6000000028646681018
Q105725,Q94058,P62,6000000028646681899
Q111323,Q99661,P62,6000000028689523915
Q105810,Q94143,P62,6000000028897020440
Q101142,Q89463,P62,6000000028958072481
Q102958,Q91278,P62,6000000028958452800
Q100973,Q89293,P62,6000000028958618338
Q100598,Q88916,P62,6000000028958657314
Q100713,Q89033,P62,6000000028958691175
Q103052,Q91372,P62,6000000028958722168
Q103640,Q91964,P62,6000000028958757296
Q101368,Q89689,P62,6000000028958763097
Q112527,Q100866,P62,6000000029039029237
Q112529,Q100868,P62,6000000029039029256
Q112065,Q100403,P62,6000000029039136194
Q112531,Q100870,P62,6000000029039301059
Q106458,Q94796,P62,6000000029080482716
Q103853,Q92178,P62,6000000029176281657
Q103342,Q91662,P62,6000000029176348766
Q103578,Q91901,P62,6000000029176474655
Q104856,Q93191,P62,6000000029176492789
Q101476,Q89797,P62,6000000029176561021
Q101478,Q89799,P62,6000000029176575657
Q103332,Q91652,P62,6000000029176650224
Q103330,Q91650,P62,6000000029176658173
Q103590,Q91914,P62,6000000029176756154
Q101244,Q89564,P62,6000000029176792940
Q101502,Q89823,P62,6000000029176823159
Q101052,Q89373,P62,6000000029176828101
Q101246,Q89566,P62,6000000029176837368
Q103338,Q91658,P62,6000000029176840459
Q101250,Q89570,P62,6000000029176853970
Q103576,Q91899,P62,6000000029176879885
Q101512,Q89833,P62,6000000029176893037
