QID,Wikidata_QID,Geni_IDs,Label,Description,Properties
Q139673,Q1236482,,Marcus Asinius Agrippa,,13
Q139674,Q2312825,,Asinius Gallus,,11
Q139675,Q1949987,,Asinius Lupus,,10
Q139676,Q2138352,,Asinius Saloninus,,10
Q139677,Q58104048,,Gnaeus Asinius,,9
Q139678,Q108048689,,Asinia,,11
Q139679,Q550450,,Lucius Seius Strabo,,13
Q13968,,,Zhong Yu Men Zong Dong,,1
Q139680,Q778051,,Sextus Aelius Catus,,12
Q139681,Q98242517,,Junia Blaesa,,9
Q139682,Q928302,,Lucius Seius Tubero,,10
Q139683,Q12279759,,Aelia Catella,,8
Q139684,Q618583,,Apicata,,11
Q139685,Q4270014,,Lucius Aelius Strabo,,12
Q139686,Q4531268,,Aelia Junilla,,11
Q139687,Q97584701,,Capito Aelianus,,9
Q139688,Q1227324,,Gaius Rubellius Blandus,,12
Q139689,Q942138,,Rubellius Plautus,,12
Q13969,,,Cheng Zhen Fa Qin Wang,,1
Q139690,Q102416305,,Rubellius Drusus,,9
Q139691,Q7375935,,Rubellia Bassa,,12
Q139692,Q1338377,,Gnaeus Pompeius Magnus,,12
Q139693,Q12119007,,Lucius Julius Caesar,,10
Q139694,Q1872296,,Quintus Marcius Rex,,11
Q139695,Q929593,,Quintus Marcius Rex,,10
Q139696,Q1893525,,Marcia,,10
Q139697,Q177975,,Gaius Marius,,13
Q139698,Q462978,,Gaius Marius the Younger,,13
Q139699,Q1329741,,Gnaeus Granius,,10
Q1397,,,Hittite Ancestors Generation 40,,5
Q13970,,,Hu Tian Yi Cheng,,1
Q139700,Q48961773,,Quintus Granius,,10
Q139701,Q11216672,,Publius Rutilius,,8
Q139702,Q442449,,Publius Rutilius Rufus,,10
Q139703,Q28502666,,Gaius Rutilius Rufus,,8
Q139704,Q93257035,,Valeria,,11
Q139705,Q3655571,,Quintus Pedius Publicola,,11
Q139706,Q720358,,Lucius Cornelius Cinna,,11
Q139707,Q3656324,,Titus Annius Rufus,,11
Q139708,Q11923503,,Gaius Annius Luscus,,9
Q139709,Q108330553,,Titus Annius Luscus,,9
Q13971,,,Hu Tian Yi Fang,,1
Q139710,Q510243,,Marcus Pupius Piso Frugi Calpurnianus,,11
Q139711,Q579263,,Gnaeus Domitius Ahenobarbus,,11
Q139712,Q664229,,Lucius Cornelius Cinna,,12
Q139713,Q3622613,,Marcus Licinius Crassus Dives,,10
Q139714,Q1399121,,Quintus Pompeius Rufus,,10
Q139715,Q5171177,,Cornelia Postuma,,10
Q139716,Q708722,,Faustus Cornelius Sulla,,13
Q139717,Q162456,,Fausta Cornelia,,12
Q139718,Q11915650,,Cornelius Sulla,,9
Q139719,Q721477,,Mamercus Aemilius Lepidus Livianus,,12
Q13972,Q911109,,Gihon,13th-century Ryukyuan monarch,8
Q139720,Q1533153,,Gnaeus Pompeius,,10
Q139721,Q2655602,,Lucius Calpurnius Piso Caesoninus,,12
Q139722,Q102449495,,Calventia,,12
Q139723,Q65151550,,Publius Rutilius Nudus,,10
Q139724,Q105871926,,Calpurnia,,10
Q139725,Q888910,,Sextus Pompeius,,12
Q139726,Q11949636,,Sextus Pompeius,,9
Q139727,Q123700947,,Marcus Lucilius,,8
Q139728,Q11923620,,Gaius Memmius,,11
Q139729,Q125545,,Publius Cornelius Sulla,,11
Q13973,,,Si Tiao Long Zheng,,1
Q139730,Q583860,,Publius Antistius,,11
Q139731,Q11910936,,Calpurnia,,12
Q139732,Q365148,,Marcus Aemilius Scaurus,,11
Q139733,Q6454823,,Caecilia Metella Dalmatica,,12
Q139734,Q542038,,Marcus Aemilius Scaurus,,13
Q139735,Q551225,,Manius Acilius Glabrio,,12
Q139736,Q503187,,Quintus Mucius Scaevola Pontifex,,12
Q139737,Q12284964,,Licinia,,9
Q139738,Q704362,,Quintus Caecilius Metellus Nepos Iunior,,11
Q139739,Q3655539,,Marcus Aemilius Scaurus,,11
Q13974,,,Si Tiao Long Kang,,1
Q139740,Q316825,,Quintus Caecilius Metellus Pius Scipio Nasica,,13
Q139741,Q10996733,,Aemilia Lepida,,11
Q139742,Q382280,,Publius Licinius Crassus,,12
Q139743,Q9338191,,Scribonia,,11
Q139744,Q435912,,Pompeia,,11
Q139745,Q966342,,Gnaeus Cornelius Cinna Magnus,,11
Q139746,Q3656046,,Cornelia Magna,,12
Q139747,Q5438354,,Faustus Cornelius Sulla,,9
Q139748,Q15709216,,Cornelia Sulla,,12
Q139749,Q340116,,Gauda,,11
Q13975,,,Teng Yuan Xiu Zhong,,1
Q139750,Q3605261,,Adherbal,,9
Q139751,Q51672,,Herod the Great,,13
Q139752,Q456872,,Malthace,,11
Q139753,Q3267247,,Salome,,10
Q139754,Q3881730,,Olympias,,11
Q139755,Q543853,,Herod II,,13
Q139756,Q192950,,Herod Antipas,,11
Q139757,Q581668,,Antipater,,12
Q139758,Q2525263,,Alexander,,13
Q139759,Q3847650,,Mariamne III,,10
Q13976,,,Xiao Zao Chuan Zheng Jing,,1
Q139760,Q542065,,Tigranes VI of Armenia,,10
Q139761,Q955856,,Pallas,,9
Q139762,Q255778,,Drusilla,,13
Q139763,Q113559872,,Marcus Antonius Agrippa,,9
Q139764,Q113559428,,Antonia Clementiana,,8
Q139765,Q5517443,,Gaius Julius Sampsigeramus,,8
Q139766,Q116474557,,NN,,9
Q139767,Q13427712,,Julia Iotapa,,12
Q139768,Q5022209,,Callinicus,,9
Q139769,Q5129141,,Claudia Capitolina,,10
Q13977,,,Xiao Zao Chuan Ya Ping,,1
Q139770,Q441786,,Julia Balbilla,,11
Q139771,Q284747,,Philopappos,,11
Q139772,Q11927036,,Iamblichus II,,10
Q139773,Q1370654,,Aristobulus Minor,,13
Q139774,Q16563699,,Iotapa,,9
Q139775,Q16931468,,Lucius Ennius,,9
Q139776,Q1257414,,Ennia Thrasylla,,12
Q139777,Q363104,,Vologases II of Parthia,,11
Q139778,Q887425,,Vardanes II of Parthia,,9
Q139779,Q285839,,Artabanus III of Parthia,,10
Q13978,,,Chi Chuan Zhong Mao,,1
Q139780,Q2660531,,Axidares of Armenia,,9
Q139781,Q2382597,,Parthamasiris of Armenia,,9
Q139782,Q1269411,,Parthamaspates of Parthia,,10
Q139783,Q25668645,,Jorim,,8
Q139784,Q25668662,,Naggai,,9
Q139785,Q831622,,Emerentia,,8
Q139786,Q7549904,,Sobe,,9
Q139787,Q111095252,,Esmeria,,7
Q139788,Q235377,,Mary of Clopas,,11
Q139789,Q233067,,Salome,,11
Q13979,,,Cao Jing Ji Tai,,1
Q139790,Q186350,,God the Father,,9
Q139791,Q106075464,,Alphaeus,,8
Q139792,Q12957778,,Justus of Jerusalem,,9
Q139793,Q711072,,Cleopas,,10
Q139794,Q2979581,,Clopas,,9
Q139795,Q99675017,,Panthera,,7
Q139796,Q9252655,,Ælf,,10
Q139797,Q9252665,,Ælfwine,,10
Q139798,Q181764,,Maurice,,12
Q139799,Q354997,,Theodosius,,11
Q1398,,,Hittite Ancestors Generation 41,,5
Q13980,,,Liang Li Guo Ping,,1
Q139800,Q235603,,Aelia Flaccilla,,12
Q139801,Q504283,,Guifré el Pilós,,12
Q139802,Q60838043,,Ragintruda,,10
Q139803,Q1627093,,Jimena of Asturias,,11
Q139804,Q312913,,Suintila,,10
Q139805,Q272209,,"Æthelred, Lord of the Mercians",,10
Q139806,Q645857,,Niall of the Nine Hostages,,12
Q139807,Q1148875,,Conall Cremthainne,,11
Q139808,Q3685947,,Conall Gulban,,10
Q139809,Q1290518,,Lóegaire mac Néill,,11
Q13981,,,He Ye Hao Fang,,1
Q139810,Q1154342,,Coirpre mac Néill,,11
Q139811,Q3744328,,Fiachu mac Néill,,10
Q139812,Q75451220,,Eochaid 'Binnigh' (?),,8
Q139813,Q76291695,,Fergus,,9
Q139814,Q75451261,,Fiachmae,,9
Q139815,Q3644835,,Brión mac Echach Muigmedóin,,12
Q139816,Q16201049,,Máel Fithrich mac Áedo,,10
Q139817,Q4291189,,Merfyn Mawr,,11
Q139818,Q116055579,,Pasgen ap Helig ap Glanawg ap Gwgan Cleddyfrudd,,9
Q139819,Q20558803,,Clydog ab Arthwys,,9
Q13982,,,Shi Bian,,1
Q139820,Q116112782,,Gwylfyw ap Marchudd ap Brân ap Pill,,9
Q139821,Q116055615,,Cyngu ab Yspwys ap Cadrod Calchfynydd ap Cynwyd,,9
Q139822,Q106968428,,Maximus,,9
Q139823,Q109447093,,Maximina,,8
Q139824,Q1292169,,Marcus Annius Verus,,13
Q139825,Q1429,,Antoninus Pius,,13
Q139826,Q1815905,,Calvisia Domitia Lucilla,,12
Q139827,Q1284248,,Annia Cornificia Faustina,,13
Q139828,Q234734,,Faustina the Elder,,13
Q139829,Q5687629,,Aurelia Fadilla,,13
Q13983,,,Yuan Qin Jia,,1
Q139830,Q50077278,,Marcus Galerius Aurelius Antoninus,,10
Q139831,Q79410863,,Marcus Aurelius Fulvus Antoninus,,9
Q139832,Q233578,,Bruttia Crispina,,11
Q139833,Q717806,,Gnaeus Claudius Severus,,11
Q139834,Q674757,,Tiberius Claudius Severus Proculus,,12
Q139835,Q544477,,Lucius Antistius Burrus,,10
Q139836,Q106884210,,Lucius Aurelius Agaclytus,,10
Q139837,Q333064,,Marcus Peducaeus Plautius Quintillus,,13
Q139838,Q12290746,,Plautia Servilla,,9
Q139839,Q1239872,,Marcus Petronius Sura Mamertinus,,13
Q13984,,,Chi Tian Tai Zhong,,1
Q139840,Q12285184,,Lucius Didius Marinus,,8
Q139841,Q108479868,,Petronius Antoninus,,9
Q139842,Q455034,,Lucius Aelius Caesar,,13
Q139843,Q4828789,,Avidia,,11
Q139844,Q5057380,,Ceionia Plautia,,12
Q139845,Q5057381,,Ceionia Fabia,,12
Q139846,Q353219,,Clodius Pompeianus,,9
Q139847,Q740413,,Gratus,,11
Q139848,Q113026350,,Cossinia,,10
Q139849,Q113026094,,Petronia Probiana,,11
Q13985,,,Bitō Tokitsuna,,1
Q139850,Q1239423,,Vettius Rufinus,,12
Q139851,Q113026478,,Vettia,,10
Q139852,Q272630,,Albia Dominica,,11
Q139853,Q749909,,Valentinianus Galates,,11
Q139854,Q4064906,,Anastasia,,10
Q139855,Q537126,,Flavius Theodosius,,10
Q139856,Q56305768,,Thermantia,,10
Q139857,Q159369,,Arcadius,,13
Q139858,Q1223650,,Aurelius Valerius Symmachus Tullianus,,9
Q139859,Q966315,,Virius Nicomachus Flavianus,,11
Q13986,,,Chi Tian Jing Zheng,,1
Q139860,Q631833,,Quintus Aurelius Memmius Symmachus,,11
Q139861,Q12252380,,Angharad ferch Owain,,13
Q139862,Q2618807,,Owain Gwynedd,,13
Q139863,Q2614469,,Cadwgan ap Bleddyn,,12
Q139864,Q16863293,,Einion ab Anarawd,,10
Q139865,Q116470716,,Lleision ap Rhys Fychan ap Gruffudd ap Rhys,,9
Q139866,Q117307097,,Arod ab Owain ap Gruffudd ap Rhys,,9
Q139867,Q131346779,,Maredudd ab Owain ap Gruffudd ap Rhys o'r Henllys,,9
Q139868,Q24971062,,Walter FitzOther,,10
Q139869,Q75464085,,Gladys ap Comyn,,10
Q13987,,,Duo Tian Guang Gang,,1
Q139870,Q101384,,Henry I of England,,13
Q139871,Q2293930,,Sybilla of Normandy,,12
Q139872,Q150872,,Empress Matilda,,13
Q139873,Q1363727,,"Reginald de Dunstanville, 1st Earl of Cornwall",,13
Q139874,Q362113,,William Adelin,,12
Q139875,Q5507945,,Fulk FitzRoy,,11
Q139876,Q7789620,,Thomas FitzMaurice FitzGerald,,13
Q139877,Q3760858,,"Gerald FitzMaurice, 1st Lord of Offaly",,13
Q139878,Q1670013,,Raymond FitzGerald,,11
Q139879,Q75468051,,Odo de Carris,,10
Q13988,,,Teng Yuan Xiu Cheng,,1
Q139880,Q75382648,,Gerald fitz William,,8
Q139881,Q75395851,,William fitz William fitz Gerald,,9
Q139882,Q75458462,,Griffin fitz William,,8
Q139883,Q75458465,,Richard fitz William,,8
Q139884,Q116469845,,Owain ap Cadwgan ap Bleddyn ap Cynfyn,,11
Q139885,Q110560382,,Gwrgeneu ab Einion ab Owain,,11
Q139886,Q116469844,,Hwefrig ab Einion ab Owain,,10
Q139887,Q110582534,,Cynwrig ab Iorwerth ap Gwgon ab Idnerth,,13
Q139888,Q76214315,,Tangwystl ferch Llywarch,,12
Q139889,Q13132051,,Tudur ab Ednyfed,,12
Q13989,,,Fei Tian Guang Fang,,1
Q139890,Q76214317,,Llywelyn Cynfrig,,9
Q139891,Q76214318,,Cynfrig Cynfrig,,9
Q139892,Q13129210,,Hywel ab Ednyfed,,10
Q139893,Q76214321,,Iorwerth Cynfrig,,9
Q139894,Q76214322,,Madog Cynfrig,,9
Q139895,Q76214325,,Gwenllian Cynfrig,,10
Q139896,Q116477973,,Rhys ab Ednyfed Fychan ap Cynwrig ab Iorwerth,,11
Q139897,Q117307100,,Llywelyn ab Ednyfed Fychan ap Cynwrig ab Iorwerth of Creuddyn,,11
Q139898,Q130338981,,Cynwrig ab Ednyfed Fychan,,10
Q139899,Q76214339,,Morfudd ferch Meurig,,10
Q1399,,,Hittite Ancestors Generation 42,,5
Q13990,,,Ping Cheng Jun,,1
Q139900,Q7851357,,Tudur Hen,,12
Q139901,Q99075973,,Gronwy ab Ednyfed Fychan of Tref Castell,,11
Q139902,Q110585676,,Alice ferch Gronwy ab Ednyfed Fychan,,11
Q139903,Q116113684,,Gwilym ap Gronwy ab Ednyfed Fychan ap Cynwrig,,10
Q139904,Q76214341,,unknown wife (?),,8
Q139905,Q76214324,,Einion Fychan ab Einion,,8
Q139906,Q17059266,,Tegwared y Bais Wen,,12
Q139907,Q110441656,,Angharad ferch Tegwared of Bais Wen,,11
Q139908,Q110636515,,Ieuan ap Tegwared Bais Wen,,10
Q139909,Q116477723,,Tegwared Fychan ap Tegwared,,11
Q13991,Q17216599,,Iemitsu Hino,,9
Q139910,Q117306839,,Gruffudd ap Tegwared Bais Wen,,10
Q139911,Q116052808,,Rhys Gryg of Llanymddyfri,,8
Q139912,Q110582691,,"Gwrgeneu ap Hywel ab Ieaun ap Cadwgan, Lord of Caer or Clydewen",,11
Q139913,Q528311,,Owain Cyfeiliog,,13
Q139914,Q110585331,,Rhirid Foel ap Gruffudd ap Maredudd ap Bleddyn ap Cynfyn,,12
Q139915,Q110635630,,Margred ferch Gruffudd,,11
Q139916,Q110583496,,Madog ab Idnerth ap Cadwgan ab Elystan Gloddrydd,,13
Q139917,Q110585305,,Jonet ferch Hywel ap Madog ab Idnerth,,10
Q139918,Q110636633,,Maredudd ap Hywel ap Madog ab Idnerth,,9
Q139919,Q110622489,,Lliewelydd ferch Einion Clud ap Madog ab Idnerth,,10
Q13992,Q17213137,,Hino Mitsukuni,,8
Q139920,Q110662797,,Einion o'r Porth ab Einion Clud ap Madog,,10
Q139921,Q116147116,,Elen ferch Einion Clud ap Madog,,10
Q139922,Q116115290,,Adda Fawr ab Adda ap Gwrgan ap Rhys ap Tewdwr of Genau'r-glyn,,9
Q139923,Q116146144,,Gwyn Anwyl ap Philip of Castel Gwyn & Tre-wyn,,9
Q139924,Q19788084,,Judaël,,9
Q139925,Q116112630,,Dwywg Lyth ap Tegog ap Dwyfnerth ap Madog Madogion,,9
Q139926,Q116052933,,Rhûn Rhydd Baladr ap Llari ap Casfar Wledig,,9
Q139927,Q110152963,,Caradog ap Lles Llawdeawg ab Ednyfed ap Gwinan,,9
Q139928,Q124656792,,Colmán mac Báetáin,,9
Q139929,Q1770015,,Eochaid mac Áeda Find,,12
Q13993,Q109124882,,Fujiwara no Norimasa,,7
Q139930,Q2665676,,Causantín mac Fergusa,,11
Q139931,Q2665645,,Óengus II,,11
Q139932,Q75247600,,Fergusa,,10
Q139933,Q110622279,,Gwrwared ap Seisyll ap Rhûn ap Llywarch,,9
Q139934,Q116052917,,Elidir ap Llywarch ap Bledri ap Môr,,9
Q139935,Q76281184,,Gollwyn ap Tangno,,10
Q139936,Q116147396,,Merwydd ap Tangno ap Cadfael ap Lludd,,9
Q139937,Q112532328,,Pasgen ap Trahaearn ap Tangwel ap Lludd of Arllechwadd Isaf,,9
Q139938,Q116110877,,Selyf ap Brochwel ab Aeddan ap Cyngen,,9
Q139939,Q107541002,,Tutgual III,,9
Q13994,Q11359251,,Uesugi Yorinari,,7
Q139940,Q116113091,,Arddyn ferch Llywarch ap Lleon ap Cilmin Troedtu,,10
Q139941,Q116478123,,Llywarch ap Lleon ap Cilmin Droed-Ddû,,9
Q139942,Q3477940,,Seisyll ap Clydog,,9
Q139943,Q122361632,,Tudur ab Arthen ap Seisyll ap Clydawg,,9
Q139944,Q2454783,,Cynan ap Hywel,,10
Q139945,Q116113286,,NN,,9
Q139946,Q116052980,,Tegwas ap Gwyn ab Aelan|Aelaw ab Alser of Abergwaun,,9
Q139947,Q110662821,,Tudwal ab Einudd ab Aelan  Aelaw ab Alser,,10
Q139948,Q116147601,,Llawr ap Llawfrodedd Farfog ab Aelan  Aelaw ab Alser,,10
Q139949,Q110585207,,Robert ap Robert ap Llywarch ap Trahaearn,,11
Q13995,Q11359175,,Uesugi Norifusa,samurai of the Nanbokucho period,9
Q139950,Q110583427,,Alswn (2) ferch Maredudd ap Robert ap Llywarch,,10
Q139951,Q110583420,,Trahaearn ap Pasgen ap Gwyn ap Gruffudd,,11
Q139952,Q99302497,,Cynwrig ap Pasgen,,10
Q139953,Q116052887,,Ales ferch Pasgen ap Gwyn ap Gruffudd,,11
Q139954,Q116147067,,Meurig ap Pasgen ap Gwyn ap Gruffudd,,11
Q139955,Q110413391,,Llywelyn ab Einion ap Llywelyn ap Meilir,,11
Q139956,Q110585202,,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,,10
Q139957,Q116054763,,Gwerful ferch Einion o'r Pant ap Llywelyn ap Meilir Gryg,,11
Q139958,Q116146815,,Arddun ferch Einion ap Llywelym ap Meilir Gryg,,11
Q139959,Q116147036,,Madog ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,,10
Q13996,Q11359219,,Uesugi Kiyoko,,10
Q139960,Q133461242,,Ieuan ab Einion ap Llywelyn ap Meilor Grûg,,10
Q139961,Q116054853,,Ieuan ap Madog ab Einion ap Cynfelyn,,10
Q139962,Q110413549,,Gwilym ap Madog Llwyd ap Llywelyn ap Meilir Gryg of Llwyn Melyn,,10
Q139963,Q110413553,,Philip Gôch ap Hywel ap Llywelyn ap Meilir Gryg of Vaenor,,9
Q139964,Q116055557,,Lleucu ferch Einion ab Iorwerth ap Gwrgeneu,,11
Q139965,Q116115704,,Ieuan ap Gwyn Wyddel ap Madog ap Cydifor,,10
Q139966,Q131138841,,Dafydd ap Gwyn Wyddel ap Madog ap Cydifor,,10
Q139967,Q116115999,,Einion ap Rhys Gôch ap Llywelyn Fychan ap Llywelyn Eurdorchog,,10
Q139968,Q116112555,,"Llywelyn Eurdorchog ap Coel ap Gweirydd ap Cynwrig, lord of Yale",,10
Q139969,Q116112567,,Efa ap Bleddyn ap Cynfyn,,10
Q13997,,,Nichijō,,1
Q139970,Q116112580,,Hwfa ap Brochwel ap Bledrus y Moelyn ab Aelan,,9
Q139971,Q116112398,,Cadwgan Gôch ab Y Gwion ap Hwfa ab Ithel Felyn,,11
Q139972,Q116148099,,Nest ferch Y Gwion ap Hwfa ab Ithel Felyn,,11
Q139973,Q130340338,,Ithel ab Y Gwion Gam ab Ieuaf ap Hwfa,,10
Q139974,Q116147590,,Iorwerth Swdrgrin ap Gronwy ap Hwfa ab Ithel Felyn,,9
Q139975,Q110663110,,Ithel ab Ionas ap Hwfa ab Ithel Felyn of Iâl,,9
Q139976,Q2280197,,Cadwaladr ap Gruffudd,,13
Q139977,Q13126457,,Cadwallon ap Gruffydd,,11
Q139978,Q110582648,,Gwenllian ferch Gruffudd ap Cynan,,11
Q139979,Q110662789,,Rhanullt ferch Gruffudd ap Cynan,,11
Q13998,,,Shang Shan Zhong Xian,,1
Q139980,Q110585537,,Merinedd ferch Gruffudd ap Cynan,,10
Q139981,Q110663043,,Margred ferch Gruffudd ap Cynan,,11
Q139982,Q116147335,,"Llychwy of Llanbeulan, Llifon",,8
Q139983,Q99302517,,Rhun,,11
Q139984,Q116054527,,Elizabeth ferch John Strange,,11
Q139985,Q99302515,,Ieuaf ap Cuhelyn ap Rhun,,11
Q139986,Q116054529,,Gronwy ap Cadwgan y Saethydd,,11
Q139987,Q116054532,,Efa ferch Dafydd ap Hywel Fychan ap Hywel,,10
Q139988,Q99082473,,Cynwrig ap Gruffudd Fychan,,11
Q139989,Q116054554,,Angharad ferch Hywel ap Dafydd ap Gruffudd,,10
Q13999,,,Kaga no Tsubone (wife of Kanshuji Michihiro),,1
Q139990,Q116054480,,Annes ferch Ieuaf ap Hwfa ap Madog,,11
Q139991,Q116054500,,Hwfa ab Ieuan ap Hwfa ap Madog yr Athro,,11
Q139992,Q116147798,,NN (2) ferch Bleddyn Llwyd ap Bleddyn Fychan ap Bleddyn,,11
Q139993,Q116147792,,Dafydd ap Maredudd ab Iorwerth ap Llywelyn of Bryn Lluarth,,9
Q139994,Q129257251,,Dafydd ab Iorwerth Sais ab Iorwerth ap Llywelyn,,10
Q139995,Q116147784,,Ieuan ap Dafydd Fychan ab Iorwerth ap Dafydd of Ceinmarch,,10
Q139996,Q76215116,,Margred verch Einion,,11
Q139997,Q110582406,,Gronwy ab Einion ap Seisyll,,11
Q139998,Q130341562,,Efa ferch Einion ap Siesyll,,11
Q139999,Q112532078,,Elinwy,,9
Q1400,,,Hittite Ancestors Generation 43,,5
Q14000,Q11467583,,Yamana Masauji,,6
Q140000,Q3680424,,Clemen,,11
Q140001,Q116052785,,Gwrgan ap Doli ap Gwrfddoli ap Dyfan,,9
Q140002,Q116156541,,Seisyll ap Selyf ap Môr ap Morudd,,9
Q140003,Q122260544,,Seisyll ap Cynfyn ap Gwervil ap Gwilym,,10
Q140004,Q116812445,,Gwalter ap Trahaearn ab Einion ap Madog Fychan of Hirfryn,,9
Q140005,Q116052943,,Gwenddy ab Anarawd ap Tangwydd ap Tegid,,9
Q140006,Q2446633,,Amlaíb mac Sitriuc,,13
Q140007,Q97534143,,Máelcorce ingen Dúnlaing,,12
Q140008,Q110636432,,"Llywarch Howlbwrch, lord of Meriadog, chamberlain & treasurer to",,9
Q140009,Q110582657,,Iorwerth ap Cynon ap Llywarch Howlbwrch,,11
Q14001,Q11467593,,Yamana Tokiuji,,10
Q140010,Q130338982,,Pill ap Cynon ap Llywarch Howlbwrch,,10
Q140011,Q110582703,,Cynwrig ap Cynddelw Gam ab Elgudy ap Gwrysnad,,9
Q140012,Q110636678,,Hunydd ferch Bleddyn ap Cynfyn,,10
Q140013,Q110635600,,Gwenllian ferch Maredudd ap Rhydderch ap Tudor Mawr,,11
Q140014,Q116052995,,Dafydd ap Maredudd Fras ap Rhydderch ap Tewdwr,,10
Q140015,Q130358761,,Rhydderch ap Maredudd Fras ap Rhydderch ap Tewdwr,,10
Q140016,Q110636682,,Ellyw ferch Elidir,,10
Q140017,Q116052903,,Llywelyn Winau ab Cadwgan ap Rhys ap Morda Frych,,10
Q140018,Q116052905,,Nest ferch Hywel ap Caradog ap Trahaearn,,10
Q140019,Q116052715,,Philip ap Trahaearn ap Cadwgan ap Tegwared,,10
Q14002,,,Shi Zun Si Jing Zhao,,1
Q140020,Q110413659,,Gruffudd ap Gronwy Gôch ab Elidir Gôch,,11
Q140021,Q130358498,,Angharad ferch Philip Fychan,,11
Q140022,Q110636937,,Philip ap Trahaearn ap Hoedlyw ap Rhiwallon,,11
Q140023,Q116052714,,Jonet ferch Trahaearn ap Hoedlyw,,11
Q140024,Q110383299,,Iorwerth ap Trahaearn ap Hoedlyw,,10
Q140025,Q116478768,,Brochwel,,8
Q140026,Q75921797,,Haer ferch Cillin,,10
Q140027,Q3276157,,Madog ap Bleddyn,,9
Q140028,Q3429511,,Rhiryd ap Bleddyn,,13
Q140029,Q529874,,Iorwerth ap Bleddyn,,10
Q14003,,,Ba Tiao Yuan Nu Fang Bo Mo Ju,,1
Q140030,Q110622191,,Gwenllian ferch Bleddyn ap Cynfyn,,10
Q140031,Q116477812,,Madog Gôch ap Bleddyn ap Cynfyn of Mawddwy,,10
Q140032,Q4763161,,Angharad ferch Llywelyn,,11
Q140033,Q5358951,,Elen ferch Llywelyn,,13
Q140034,Q26972730,,Maredudd ap Gruffudd,,10
Q140035,Q26972731,,Ithel ap Gruffudd,,11
Q140036,Q75382462,,Nest ferch Gruffudd,,11
Q140037,Q110662882,,Nest ferch Gruffudd,,11
Q140038,Q116052716,,Trahaearn ap Cadwgan ap Tegwared ab Ysbwys,,9
Q140039,Q130359072,,Owain ap Cadwgan ap Tegwared ab Ysbwys,,10
Q14004,Q17216580,,Hino Ienobu,,8
Q140040,Q110636939,,Hoedlyw ap Rhiwallon ap Caradog ap Madog,,9
Q140041,Q116812386,,Cadwgan Hên ap Gruffudd ap Gwrgeneu ap Mabron,,9
Q140042,Q48773698,,Owain ap Morgan Hên,,9
Q140043,Q75531286,,Llywelyn ap Cadwgan,,10
Q140044,Q110582542,,Llywelyn ap Meurig ap Caradog ab Iestyn,,9
Q140045,Q117307112,,Rhys ap Meurig ab Einion ap Gollwyn,,9
Q140046,Q110622119,,Owain ap Gwrgeneu ap Gruffudd ab Iestyn,,9
Q140047,Q110622189,,Caradog ap Gruffudd ap Rhydderch ab Iestyn,,10
Q140048,Q110622488,,Meirchion ap Rhys ap Rhydderch ab Iestyn,,9
Q140049,Q116469834,,Morgan ab Owain ap Rhys ab Iestyn,,9
Q14005,,,Da Guan Jia Shi,,1
Q140050,Q116147087,,Bod Hên ap Brochwel ab Aeddan ap Selyf ap Brochwel,,9
Q140051,Q116147091,,Einion ap Llywelyn Fraisg,,10
Q140052,Q116054890,,Gruffudd ap Gronwy ap Gwyn Gwaednerth ap Cian,,10
Q140053,Q112608563,,John Parry,,11
Q140054,Q116812444,,Einion ap Gwalter ap Trahaearn ab Einion,,10
Q140055,Q116812441,,Meddefus ferch Gruffudd Wyddel ab Ieuan ap Gruffudd Foel,,11
Q140056,Q116146088,,Gwerful ferch Maredudd ab Einion ap Gwalter,,11
Q140057,Q99085037,,Annes ferch Dafydd Fychan ap Dafydd Rhingyll Du ap Gronwy Foel,,11
Q140058,Q110560231,,Elsbeth ferch Dafydd Fychan ap Dafydd Rhingyll Ddû,,10
Q140059,Q116812093,,NN ferch Dafydd Fychan ap Dafydd Rhingyll ap Robert,,11
Q14006,,,Ku Kou Jia Yuan,,1
Q140060,Q116812269,,Thomas ap Dafydd Fychan ap Dafydd Rhingyll Ddû ap Gronwy Foel,,9
Q140061,Q2253200,,Maredudd ab Owain ab Edwin,,10
Q140062,Q2519386,,Rhys ab Owain,,10
Q140063,Q75705288,,Idnerth ap Cadwgan,,9
Q140064,Q75705290,,Goronwy ap Cadwgan,,8
Q140065,Q75705292,,Hoedlyw ap Cadwgan,,9
Q140066,Q75705295,,Ieuaf ap Cadwgan,,8
Q140067,Q116116054,,Agnes ferch Cadwgan ab Elystan Glodrhydd,,10
Q140068,Q7114252,,Owain ab Edwin of Tegeingl,,12
Q140069,Q116052922,,NN ferch Rhydderch ap Tewdwr ap Tewdwr Mawr,,11
Q14007,,,Xiang Ma Yin Cun,,1
Q140070,Q130358503,,Owain Fab ap Rhydderch ap Tewdwr ap Tewdwr Mawr,,11
Q140071,Q110152962,,Gwrydr Hir ap Caradog ap Lles Llawdeawg ab Endyfed,,9
Q140072,Q110152971,,"Owain, lord of Cardigan",,8
Q140073,Q99086791,,Philip ap Bah,,9
Q140074,Q116469864,,Gronwy Gôch ab Y Bach ap Gwaithfoed ap Gloddieu of Meisgyn,,9
Q140075,Q116053044,,Madog ap Gwyn Anwyl ap Gwaithfoed of Llanfair Cilgoed,,9
