a	b
Q122261	Q128353
Q122267	Q128359
Q122271	Q124517
Q122273	Q128369
Q122275	Q128371
Q122277	Q128385
Q122281	Q128397
Q122283	Q122285
Q122293	Q122295
Q122297	Q128413
Q122299	Q126047
Q122301	Q126467
Q122303	Q128431
Q122307	Q128435
Q122321	Q205257
Q122327	Q128437
Q122331	Q128451
Q122333	Q128455
Q122335	Q128427
Q122339	Q128467
Q122353	Q126614
Q122357	Q128471
Q122359	Q122621
Q122361	Q122363
Q122367	Q122369
Q122371	Q128483
Q122375	Q124654
Q122379	Q124664
Q122385	Q128495
Q122387	Q123291
Q122389	Q124823
Q122394	Q127232
Q122396	Q122463
Q122396	Q128517
Q122398	Q128527
Q122400	Q128537
Q122402	Q128551
Q122404	Q124175
Q122406	Q128513
Q122408	Q122857
Q122410	Q122867
Q122412	Q124976
Q122414	Q128593
Q122416	Q128595
Q122419	Q128597
Q122425	Q128609
Q122425	Q128611
Q122427	Q128619
Q122429	Q124968
Q122431	Q124962
Q122435	Q128643
Q122439	Q128647
Q122441	Q128659
Q122441	Q128661
Q122447	Q128677
Q122449	Q122451
Q122453	Q127196
Q122455	Q126509
Q122461	Q122655
Q122463	Q128693
Q122469	Q128695
Q122475	Q128703
Q122477	Q128707
Q122481	Q128717
Q122482	Q122484
Q122486	Q128723
Q122494	Q128729
Q122496	Q128731
Q122498	Q128729
Q122505	Q128415
Q122507	Q128749
Q122517	Q128761
Q122523	Q128767
Q122525	Q124916
Q122529	Q145175
Q12253	Q13018
Q122535	Q128689
Q122537	Q122539
Q122547	Q122549
Q122551	Q128814
Q122553	Q128818
Q122553	Q128820
Q122555	Q122559
Q122563	Q128833
Q122565	Q128844
Q122569	Q128852
Q122571	Q128866
Q122575	Q128886
Q122577	Q128888
Q122583	Q128903
Q122587	Q128911
Q122589	Q128913
Q122591	Q128915
Q122595	Q128917
Q122601	Q128919
Q122605	Q128929
Q122609	Q128935
Q122615	Q128943
Q122619	Q128953
Q122623	Q127158
Q122623	Q128963
Q122623	Q128965
Q122625	Q126622
Q122625	Q128967
Q122625	Q128969
Q122629	Q122633
Q122631	Q122635
Q122633	Q128979
Q122643	Q128987
Q122645	Q128989
Q122647	Q128691
Q122649	Q128995
Q122651	Q128997
Q122653	Q128993
Q122657	Q128365
Q122657	Q128593
Q122661	Q128822
Q122665	Q129017
Q122669	Q129025
Q122679	Q129035
Q122681	Q129039
Q122683	Q122685
Q122691	Q129047
Q122697	Q129055
Q122699	Q122701
Q122701	Q129063
Q122705	Q122707
Q122713	Q129073
Q122713	Q129075
Q122717	Q126009
Q122723	Q129089
Q122724	Q122726
Q122732	Q129099
Q122736	Q122738
Q122742	Q129107
Q122744	Q129111
Q122746	Q124996
Q122750	Q126079
Q122756	Q123271
Q122764	Q129273
Q122766	Q129135
Q122766	Q129137
Q122766	Q129139
Q122768	Q127942
Q122768	Q129141
Q122774	Q127740
Q122776	Q126369
Q122778	Q122780
Q122786	Q129155
Q122788	Q122790
Q122788	Q122792
Q122798	Q129167
Q122800	Q129171
Q122806	Q129183
Q122808	Q129195
Q122810	Q129199
Q122812	Q129083
Q122814	Q129209
Q122814	Q129211
Q122816	Q129215
Q122820	Q128629
Q122822	Q129221
Q122824	Q129227
Q122826	Q129175
Q122831	Q129231
Q122833	Q129239
Q122835	Q128629
Q122841	Q123227
Q122843	Q122845
Q122847	Q124978
Q122849	Q129259
Q122853	Q129263
Q122853	Q129265
Q122857	Q127562
Q122857	Q128018
Q122859	Q129273
Q122859	Q129275
Q122865	Q126441
Q122873	Q124509
Q122875	Q128495
Q122875	Q129285
Q122877	Q129289
Q122885	Q127200
Q122885	Q129005
Q122887	Q127553
Q122889	Q128020
Q122891	Q124439
Q122891	Q127529
Q122895	Q124725
Q122915	Q128569
Q122917	Q54861
Q122933	Q145446
Q122939	Q142157
Q122939	Q142158
Q122941	Q145444
Q122943	Q145067
Q122945	Q140243
Q122945	Q145058
Q122945	Q145059
Q122945	Q149199
Q122945	Q149207
Q122947	Q145057
Q122949	Q55723
Q122951	Q128649
Q122951	Q138813
Q122953	Q140170
Q122955	Q142284
Q122980	Q147355
Q122984	Q123002
Q122988	Q128359
Q123018	Q127413
Q123045	Q123047
Q123049	Q123051
Q123059	Q123077
Q123077	Q146604
Q123083	Q146607
Q123103	Q123105
Q123127	Q123401
Q123157	Q138152
Q123163	Q139187
Q123165	Q140892
Q123169	Q143323
Q123175	Q143327
Q123177	Q143329
Q123181	Q143316
Q123195	Q124098
Q123197	Q123199
Q123219	Q145015
Q123219	Q146618
Q123223	Q128661
Q123223	Q146620
Q123227	Q146625
Q123231	Q146627
Q123231	Q146628
Q123231	Q146629
Q123233	Q146630
Q123237	Q146631
Q123239	Q124825
Q123249	Q145011
Q123253	Q138208
Q123255	Q126942
Q123259	Q125723
Q123263	Q139166
Q123263	Q140851
Q123265	Q127000
Q123265	Q127994
Q123281	Q146609
Q123283	Q123303
Q123283	Q146610
Q123287	Q124639
Q123289	Q124948
Q123291	Q124962
Q123291	Q146613
Q123291	Q146614
Q123293	Q143776
Q123299	Q126932
Q123307	Q126451
Q123309	Q124615
Q123325	Q126323
Q123327	Q123329
Q123337	Q127738
Q123345	Q123347
Q123355	Q123357
Q123355	Q143445
Q123355	Q206978
Q123379	Q140842
Q123381	Q140844
Q123407	Q123450
Q123411	Q123413
Q123421	Q127459
Q123435	Q125042
Q123444	Q123448
Q123465	Q123467
Q123481	Q129217
Q123485	Q125158
Q123489	Q128553
Q123495	Q124767
Q123501	Q123503
Q123556	Q136824
Q123556	Q136829
Q123556	Q166503
Q123558	Q136827
Q123560	Q136825
Q123560	Q136834
Q123560	Q136835
Q123560	Q166512
Q123560	Q166580
Q123560	Q61041
Q123564	Q136830
Q123597	Q151879
Q123603	Q151906
Q123618	Q123636
Q123622	Q139852
Q123622	Q166667
Q123624	Q73089
Q123630	Q73086
Q123652	Q136691
Q123658	Q138551
Q123666	Q137606
Q123666	Q137607
Q123672	Q139444
Q123674	Q139445
Q123680	Q139450
Q123691	Q138316
Q123731	Q123776
Q123731	Q136402
Q123756	Q124082
Q123756	Q124084
Q123776	Q135987
Q123789	Q136537
Q123790	Q136541
Q123799	Q123801
Q123805	Q136470
Q123807	Q136471
Q123816	Q124008
Q123816	Q137761
Q123841	Q135193
Q123841	Q135240
Q123843	Q123845
Q123843	Q135427
Q123847	Q125404
Q123847	Q135722
Q123858	Q205394
Q123906	Q123908
Q123908	Q131410
Q123964	Q162505
Q123986	Q146912
Q123996	Q146914
Q124004	Q124006
Q124014	Q125891
Q124020	Q138318
Q124022	Q141324
Q124028	Q139471
Q124032	Q125620
Q124052	Q137613
Q124056	Q139452
Q124064	Q139455
Q124070	Q139457
Q124072	Q139459
Q124074	Q124076
Q124108	Q75486
Q124111	Q124113
Q124119	Q138309
Q124123	Q141313
Q124129	Q126093
Q124131	Q124133
Q124131	Q147904
Q124143	Q127958
Q124149	Q125945
Q124153	Q124155
Q124161	Q143972
Q124161	Q147895
Q124167	Q125362
Q124169	Q125540
Q124173	Q141286
Q124179	Q125859
Q124185	Q124187
Q124187	Q139481
Q124203	Q125677
Q124223	Q124225
Q124231	Q124263
Q124239	Q124267
Q124241	Q124243
Q124247	Q124249
Q124273	Q124313
Q124273	Q125144
Q124291	Q125122
Q124293	Q124353
Q124293	Q124711
Q124307	Q124309
Q124317	Q125136
Q124349	Q124351
Q124353	Q124721
Q124365	Q124367
Q124383	Q126383
Q124385	Q126381
Q124389	Q124391
Q124397	Q124433
Q124403	Q143425
Q124407	Q147345
Q124409	Q124411
Q124419	Q124421
Q124429	Q124431
Q124433	Q126183
Q124433	Q128729
Q124433	Q147350
Q124453	Q124455
Q124457	Q143802
Q124459	Q126471
Q124459	Q147415
Q124461	Q145012
Q124461	Q145243
Q124461	Q147414
Q124463	Q140893
Q124495	Q149111
Q124501	Q151238
Q124513	Q151235
Q124515	Q125198
Q124517	Q147353
Q124519	Q145518
Q124529	Q143472
Q124531	Q124533
Q124539	Q148888
Q124543	Q140124
Q124545	Q126469
Q124545	Q139976
Q124547	Q150150
Q124549	Q148885
Q124551	Q126335
Q124553	Q142398
Q124555	Q139878
Q124557	Q149436
Q124563	Q142221
Q124567	Q146905
Q124569	Q140893
Q124571	Q146682
Q124571	Q147087
Q124577	Q143343
Q124577	Q143344
Q124587	Q124589
Q124593	Q143477
Q124595	Q146969
Q124595	Q146970
Q124603	Q124605
Q124609	Q129085
Q124611	Q128659
Q124617	Q129091
Q124631	Q124972
Q124635	Q143813
Q124658	Q124677
Q124673	Q128727
Q124715	Q146546
Q124725	Q127487
Q124725	Q146542
Q124727	Q147167
Q124729	Q151242
Q124733	Q128073
Q124749	Q149191
Q124755	Q124769
Q124755	Q128653
Q12477	Q13196
Q124787	Q143733
Q124793	Q146777
Q124795	Q141143
Q124807	Q125354
Q12481	Q12836
Q12481	Q13201
Q124839	Q126009
Q124853	Q140124
Q124853	Q148895
Q124864	Q143440
Q124864	Q148375
Q124868	Q124870
Q124874	Q145006
Q124876	Q128765
Q124896	Q147027
Q124908	Q126910
Q124910	Q148380
Q124914	Q143737
Q124922	Q143428
Q124950	Q126441
Q124956	Q207300
Q124960	Q147342
Q124970	Q147357
Q124976	Q146616
Q124978	Q147365
Q124980	Q147367
Q124980	Q147368
Q124982	Q126321
Q124982	Q147377
Q124982	Q147378
Q124988	Q147384
Q124992	Q147386
Q124992	Q147387
Q124998	Q126443
Q125004	Q125014
Q125020	Q125150
Q125024	Q125026
Q125044	Q125046
Q125050	Q125052
Q125070	Q125072
Q125096	Q125164
Q125118	Q127433
Q125152	Q54716
Q125182	Q126511
Q125198	Q128669
Q125218	Q146887
Q125226	Q55723
Q125258	Q127471
Q125268	Q125270
Q125304	Q125306
Q125306	Q143401
Q125312	Q125735
Q125316	Q125318
Q125322	Q125324
Q125328	Q146927
Q125346	Q126533
Q125356	Q126365
Q125358	Q147390
Q125366	Q140835
Q125368	Q127154
Q125374	Q126616
Q125398	Q125400
Q125428	Q136374
Q125428	Q136669
Q125432	Q136372
Q125440	Q125441
Q125456	Q125458
Q125474	Q146698
Q125474	Q146699
Q125474	Q146700
Q125476	Q146695
Q125478	Q125480
Q125478	Q137571
Q125488	Q140007
Q125496	Q126411
Q125496	Q143988
Q125498	Q125502
Q125500	Q136086
Q125506	Q139160
Q125512	Q140833
Q125514	Q140834
Q125518	Q125675
Q125530	Q125532
Q125554	Q125851
Q125582	Q129067
Q125590	Q126169
Q125592	Q125594
Q125608	Q147057
Q125610	Q125612
Q125616	Q125681
Q125622	Q125624
Q125626	Q126684
Q125628	Q146519
Q125634	Q141019
Q125642	Q146710
Q125645	Q146714
Q125647	Q125649
Q125657	Q125659
Q125671	Q143578
Q125681	Q143611
Q125689	Q140970
Q125689	Q140971
Q125695	Q143396
Q125699	Q125701
Q125709	Q126849
Q125711	Q137522
Q125721	Q139305
Q125725	Q143409
Q12573	Q13248
Q125731	Q143420
Q125741	Q143424
Q125743	Q125745
Q125749	Q126831
Q125751	Q141342
Q125759	Q143427
Q125769	Q143432
Q125773	Q143434
Q125775	Q140829
Q125783	Q143436
Q125801	Q143448
Q125821	Q143470
Q125825	Q142056
Q125831	Q143475
Q125833	Q143476
Q125835	Q143478
Q125855	Q126851
Q125855	Q141021
Q125863	Q143373
Q125873	Q126682
Q125877	Q143377
Q125883	Q143383
Q125889	Q143575
Q125897	Q125899
Q125907	Q127178
Q125909	Q127178
Q125909	Q146732
Q125933	Q125935
Q125985	Q146925
Q125987	Q146926
Q125995	Q146929
Q126005	Q141087
Q126011	Q143796
Q126015	Q143797
Q126017	Q126775
Q126019	Q143735
Q126019	Q143805
Q126021	Q126039
Q126023	Q143330
Q126029	Q143812
Q126033	Q137508
Q126037	Q146741
Q126043	Q143415
Q126053	Q146938
Q126053	Q146939
Q126055	Q146941
Q126067	Q144991
Q126085	Q146770
Q126089	Q146772
Q126103	Q126805
Q126115	Q126117
Q126117	Q136638
Q126125	Q137019
Q126127	Q126133
Q126129	Q137025
Q12613	Q13336
Q12613	Q13344
Q12613	Q13346
Q126135	Q126137
Q12614	Q13333
Q12614	Q13338
Q12614	Q13925
Q126141	Q137525
Q126141	Q137526
Q126143	Q139275
Q126147	Q139278
Q126147	Q139279
Q126149	Q126151
Q12615	Q13946
Q126183	Q151234
Q126229	Q126231
Q126269	Q126271
Q126275	Q143534
Q126277	Q143535
Q126279	Q137511
Q126281	Q146706
Q126287	Q146721
Q126291	Q126293
Q126305	Q205937
Q126305	Q207997
Q126319	Q147359
Q126331	Q146678
Q126331	Q146820
Q126333	Q146822
Q126337	Q128779
Q12634	Q12828
Q12634	Q13074
Q12634	Q13140
Q126347	Q126349
Q126351	Q146815
Q126361	Q126363
Q126401	Q126405
Q126409	Q143981
Q126417	Q138270
Q126417	Q207168
Q126417	Q208777
Q126419	Q139362
Q126425	Q143431
Q126427	Q143749
Q126429	Q146775
Q126431	Q143416
Q126433	Q126435
Q126449	Q127214
Q126449	Q128641
Q126457	Q146724
Q126469	Q148684
Q126475	Q140188
Q126475	Q145184
Q126523	Q127246
Q126525	Q126529
Q126529	Q146750
Q126537	Q126539
Q126543	Q147300
Q126550	Q129129
Q126566	Q126568
Q126574	Q146921
Q126586	Q141101
Q126596	Q128357
Q126606	Q128227
Q126624	Q126674
Q126630	Q143560
Q126632	Q127256
Q126646	Q128355
Q126664	Q127922
Q126664	Q128197
Q126668	Q147059
Q126670	Q127920
Q126674	Q147061
Q126718	Q143564
Q126742	Q137534
Q126744	Q136666
Q126746	Q137050
Q126753	Q141040
Q126755	Q126757
Q126763	Q137527
Q126769	Q147261
Q126783	Q126785
Q126789	Q126791
Q126793	Q208232
Q126801	Q126803
Q126813	Q126815
Q126825	Q126845
Q126825	Q136664
Q126835	Q126837
Q126857	Q138143
Q126879	Q138697
Q126894	Q146793
Q126906	Q146510
Q126906	Q146800
Q126906	Q146801
Q126908	Q146802
Q126912	Q146805
Q126918	Q146722
Q126928	Q126930
Q126934	Q126936
Q126936	Q136373
Q126942	Q138261
Q126970	Q141180
Q126970	Q141181
Q126974	Q141188
Q126976	Q141194
Q126986	Q143815
Q126986	Q143816
Q126988	Q126990
Q126992	Q126994
Q126992	Q138238
Q126998	Q139353
Q127000	Q137557
Q127006	Q146563
Q127008	Q139383
Q127010	Q143279
Q127012	Q127604
Q127014	Q139380
Q127014	Q139381
Q127014	Q141205
Q127016	Q139388
Q127016	Q139397
Q127022	Q143670
Q127026	Q141185
Q127028	Q143673
Q127034	Q141183
Q127036	Q143686
Q127050	Q143699
Q127052	Q127150
Q127056	Q141197
Q127076	Q141192
Q127088	Q127130
Q127093	Q141184
Q127104	Q128103
Q127106	Q147215
Q127106	Q147452
Q127108	Q147460
Q127118	Q143694
Q127120	Q141182
Q127132	Q127134
Q127160	Q127162
Q127180	Q127182
Q127194	Q127238
Q127202	Q127491
Q127206	Q129007
Q127210	Q127560
Q127216	Q127218
Q127220	Q127694
Q127222	Q129011
Q127226	Q127515
Q127230	Q128521
Q127262	Q127608
Q127268	Q127358
Q127268	Q128079
Q127274	Q127361
Q127274	Q128051
Q127276	Q143654
Q127288	Q127666
Q127294	Q128951
Q127332	Q128379
Q127334	Q54052
Q127348	Q55743
Q127352	Q127638
Q127354	Q128051
Q127373	Q127489
Q127393	Q128119
Q127399	Q128115
Q127401	Q129139
Q127413	Q128739
Q127429	Q54127
Q127431	Q54127
Q127499	Q128143
Q127525	Q127529
Q127531	Q128639
Q127533	Q127535
Q127535	Q128239
Q127541	Q141049
Q127545	Q147013
Q127574	Q128721
Q127584	Q146562
Q127602	Q128199
Q127608	Q128012
Q127610	Q143659
Q127614	Q143661
Q127642	Q147130
Q127654	Q128121
Q127668	Q127670
Q127670	Q127980
Q127702	Q138149
Q127704	Q139331
Q127708	Q141139
Q127708	Q141140
Q127710	Q148387
Q127712	Q147388
Q127714	Q147389
Q127720	Q148404
Q127722	Q146505
Q127724	Q145183
Q127732	Q147402
Q127734	Q138786
Q127736	Q148412
Q127742	Q148420
Q127750	Q127752
Q127750	Q137881
Q127750	Q137904
Q127754	Q138598
Q127762	Q141845
Q127768	Q141823
Q127774	Q141838
Q127776	Q141828
Q127778	Q141831
Q127784	Q141836
Q127798	Q148427
Q127802	Q129077
Q127804	Q138761
Q127810	Q129081
Q127810	Q150262
Q127810	Q150264
Q127816	Q142662
Q127818	Q142664
Q127820	Q142660
Q127822	Q136611
Q127824	Q136603
Q127830	Q145011
Q127836	Q148425
Q127840	Q140241
Q127840	Q142144
Q127848	Q146845
Q127850	Q140241
Q127854	Q148985
Q127860	Q144467
Q127862	Q142306
Q127862	Q149497
Q127866	Q145434
Q127876	Q127878
Q127876	Q141804
Q127876	Q144439
Q127876	Q144442
Q127880	Q140115
Q127882	Q138748
Q127882	Q142102
Q127890	Q140119
Q127892	Q148365
Q127902	Q127904
Q127906	Q127908
Q127906	Q141034
Q127912	Q147004
Q127916	Q127918
Q127920	Q128189
Q127934	Q128785
Q127936	Q128687
Q127942	Q128299
Q127946	Q127948
Q127960	Q147320
Q127982	Q127984
Q127986	Q143638
Q127994	Q138237
Q127996	Q143280
Q128002	Q146580
Q128010	Q146584
Q128016	Q141118
Q128022	Q143705
Q128024	Q143660
Q128030	Q128059
Q128035	Q128055
Q128047	Q128061
Q128051	Q147166
Q128055	Q128093
Q128057	Q146575
Q128073	Q147167
Q128073	Q147170
Q128077	Q146552
Q128085	Q147214
Q128087	Q128123
Q128087	Q147450
Q128089	Q147464
Q128135	Q147126
Q128137	Q147127
Q128139	Q147129
Q128141	Q128179
Q128143	Q147133
Q128145	Q147142
Q128157	Q128279
Q128187	Q147044
Q12820	Q13495
Q128207	Q143605
Q128213	Q147053
Q128219	Q128221
Q128225	Q146918
Q128233	Q141048
Q128253	Q128255
Q128281	Q141196
Q128281	Q147189
Q128283	Q147599
Q128283	Q167135
Q128285	Q147622
Q128287	Q147620
Q128289	Q141196
Q128291	Q147607
Q128293	Q147240
Q128331	Q143997
Q128331	Q147151
Q128335	Q147124
Q128367	Q129269
Q128367	Q54885
Q128409	Q128411
Q128421	Q147071
Q128423	Q128457
Q128429	Q147078
Q128439	Q151232
Q128441	Q128965
Q128459	Q143738
Q128473	Q143624
Q128475	Q143626
Q128475	Q143627
Q128479	Q128481
Q128485	Q143798
Q128489	Q147104
Q128511	Q128905
Q128519	Q128633
Q128523	Q128613
Q128563	Q147865
Q128565	Q128890
Q128565	Q149194
Q128573	Q147393
Q128585	Q54267
Q128605	Q128607
Q128613	Q129287
Q128627	Q145019
Q128651	Q149928
Q128655	Q147391
Q128663	Q148410
Q128665	Q129223
Q128685	Q128687
Q128699	Q128701
Q128763	Q128856
Q128769	Q146837
Q128775	Q140169
Q128781	Q140185
Q128783	Q143810
Q128794	Q128796
Q128798	Q128800
Q128802	Q143437
Q128844	Q129005
Q128846	Q129011
Q128858	Q128925
Q128860	Q128886
Q128983	Q128985
Q12901	Q13558
Q129049	Q143285
Q129071	Q139288
Q129079	Q144922
Q129083	Q147400
Q129091	Q147391
Q129093	Q129095
Q129093	Q143772
Q129115	Q129117
Q129147	Q129149
Q129151	Q146811
Q129175	Q149851
Q129179	Q129181
Q129181	Q140973
Q129187	Q142275
Q129191	Q145472
Q129197	Q143429
Q129197	Q145008
Q129197	Q147282
Q129201	Q149849
Q129207	Q142413
Q129213	Q144885
Q129215	Q145416
Q129219	Q142427
Q129227	Q142413
Q129233	Q145446
Q129243	Q129245
Q129249	Q129251
Q129255	Q129257
Q129283	Q146623
Q129293	Q129295
Q129303	Q85228
Q129305	Q85228
Q129307	Q129359
Q129309	Q86387
Q129329	Q4675
Q129329	Q47345
Q129355	Q86387
Q129363	Q85871
Q129365	Q85871
Q129409	Q86393
Q129415	Q86393
Q129417	Q86393
Q129419	Q129457
Q129419	Q86389
Q129423	Q85884
Q129427	Q129632
Q129435	Q85226
Q129437	Q85226
Q129439	Q85881
Q129443	Q85871
Q129455	Q85889
Q129485	Q85883
Q129489	Q129636
Q129491	Q129636
Q129495	Q85877
Q129504	Q85879
Q129572	Q85875
Q129582	Q85224
Q129590	Q85220
Q129606	Q85871
Q129612	Q70460
Q129636	Q85883
Q129648	Q129747
Q129684	Q129694
Q129690	Q129789
Q129690	Q129791
Q129694	Q129803
Q129700	Q129702
Q129747	Q129765
Q129747	Q129909
Q129747	Q86517
Q129751	Q129889
Q129753	Q129903
Q129805	Q129809
Q129807	Q129809
Q129841	Q70475
Q129845	Q70439
Q129941	Q85216
Q129945	Q130362
Q129961	Q129963
Q129965	Q129967
Q129965	Q130386
Q129993	Q74973
Q129993	Q90309
Q129999	Q132129
Q130001	Q130666
Q130005	Q130670
Q130005	Q75039
Q130007	Q132032
Q130007	Q74656
Q130011	Q74680
Q130013	Q130582
Q130015	Q130582
Q130017	Q130720
Q130019	Q75225
Q130019	Q90374
Q130023	Q131815
Q130025	Q130598
Q130027	Q74656
Q130029	Q130282
Q130033	Q130061
Q130033	Q130516
Q130033	Q131693
Q130041	Q130960
Q130043	Q131512
Q130047	Q131715
Q130049	Q130598
Q130055	Q130394
Q130055	Q74656
Q130059	Q130986
Q130059	Q130988
Q130059	Q130990
Q130059	Q130992
Q130059	Q130994
Q130065	Q131052
Q130067	Q131064
Q130069	Q132355
Q130071	Q130131
Q130071	Q131831
Q130071	Q74701
Q130079	Q132380
Q130079	Q132384
Q130081	Q130992
Q130081	Q132385
Q130085	Q131140
Q130089	Q131150
Q130091	Q131717
Q130091	Q74656
Q130097	Q130510
Q130099	Q75360
Q130101	Q132441
Q130105	Q130602
Q130105	Q132445
Q130105	Q75102
Q130117	Q131232
Q130121	Q74656
Q130125	Q130686
Q130155	Q130970
Q130185	Q131316
Q130187	Q130574
Q130189	Q130648
Q130195	Q75279
Q130199	Q131342
Q130207	Q74970
Q130223	Q130960
Q130258	Q74656
Q130258	Q74680
Q130322	Q2159
Q130356	Q131408
Q130392	Q130498
Q130392	Q131430
Q130392	Q74701
Q130392	Q74720
Q130400	Q131432
Q130400	Q74701
Q130402	Q130686
Q130402	Q131152
Q130402	Q131228
Q130402	Q131450
Q130402	Q131992
Q130402	Q132585
Q130402	Q132752
Q130402	Q132761
Q130402	Q75039
Q130446	Q130676
Q130452	Q130456
Q130454	Q130512
Q130458	Q74656
Q130490	Q75372
Q130496	Q131426
Q130496	Q74717
Q130498	Q130590
Q130498	Q131556
Q130498	Q74698
Q130498	Q74717
Q130500	Q131604
Q130502	Q74701
Q130504	Q130542
Q130506	Q130508
Q130514	Q131656
Q130542	Q131715
Q130560	Q74656
Q130562	Q131741
Q130562	Q74656
Q130562	Q74973
Q130562	Q75039
Q130562	Q90309
Q130566	Q131681
Q130572	Q132032
Q130582	Q74970
Q130584	Q132041
Q130590	Q74720
Q130594	Q75372
Q130596	Q75372
Q130598	Q130948
Q130598	Q131825
Q130598	Q132056
Q130598	Q132216
Q130598	Q74701
Q130598	Q75192
Q130598	Q90476
Q130602	Q131789
Q130602	Q74656
Q130604	Q131900
Q130652	Q132106
Q130652	Q74720
Q130654	Q131919
Q130654	Q132112
Q130654	Q132113
Q130654	Q132114
Q130654	Q132115
Q130662	Q74843
Q130664	Q132139
Q130670	Q130872
Q130670	Q132141
Q130670	Q132142
Q130672	Q131811
Q130672	Q133351
Q130682	Q131600
Q130684	Q133258
Q130686	Q132150
Q130686	Q132215
Q130686	Q132382
Q130686	Q132806
Q130686	Q132848
Q130686	Q133033
Q130686	Q133100
Q130686	Q133273
Q130686	Q133276
Q130686	Q133368
Q130686	Q133369
Q130686	Q133371
Q130686	Q133372
Q130686	Q133374
Q130686	Q133375
Q130686	Q133380
Q130686	Q74701
Q130690	Q132180
Q130692	Q131717
Q130704	Q132181
Q130706	Q131717
Q130706	Q74656
Q130708	Q74656
Q130710	Q75039
Q130710	Q75195
Q130710	Q90388
Q130712	Q132534
Q130712	Q75039
Q130714	Q131228
Q130714	Q132187
Q130714	Q132188
Q130716	Q131845
Q130716	Q74656
Q130740	Q132191
Q130748	Q132194
Q130760	Q131901
Q130782	Q134144
Q130808	Q132205
Q130864	Q131671
Q130864	Q131903
Q130872	Q132207
Q130878	Q132210
Q130948	Q130960
Q130960	Q132216
Q130960	Q132217
Q130960	Q132218
Q130962	Q132210
Q130962	Q132220
Q130964	Q131318
Q130976	Q131450
Q130976	Q131556
Q130980	Q131556
Q130982	Q74656
Q130984	Q132167
Q130992	Q131228
Q130992	Q132245
Q130992	Q74656
Q130992	Q75282
Q130996	Q74973
Q130996	Q90309
Q130998	Q132252
Q131002	Q75039
Q131024	Q131228
Q131024	Q90576
Q131026	Q132256
Q131028	Q132255
Q131028	Q74973
Q131030	Q131757
Q131032	Q75039
Q131034	Q131917
Q131036	Q132256
Q131038	Q75360
Q131042	Q132291
Q131046	Q132307
Q131050	Q132311
Q131058	Q75039
Q131060	Q132321
Q131064	Q132323
Q131068	Q132327
Q131068	Q132328
Q131068	Q74698
Q131070	Q132332
Q131072	Q132335
Q131074	Q133722
Q131076	Q132205
Q131080	Q132334
Q131080	Q75282
Q131082	Q131152
Q131086	Q131090
Q131086	Q132357
Q131092	Q132363
Q131094	Q75282
Q131096	Q131332
Q131100	Q132113
Q131102	Q132369
Q131104	Q132369
Q131106	Q132370
Q131108	Q131931
Q131112	Q131835
Q131114	Q132328
Q131116	Q132329
Q131124	Q131685
Q131126	Q132391
Q131130	Q131228
Q131144	Q132394
Q131152	Q132397
Q131152	Q133369
Q131152	Q133792
Q131152	Q133793
Q131154	Q131719
Q131158	Q131598
Q131168	Q131598
Q131178	Q132442
Q131186	Q131937
Q131186	Q131971
Q131186	Q74656
Q131188	Q131905
Q131188	Q75039
Q131190	Q75039
Q131192	Q132448
Q131192	Q74656
Q131194	Q75282
Q131196	Q132451
Q131212	Q131685
Q131212	Q133605
Q131222	Q75225
Q131222	Q90374
Q131224	Q131715
Q131226	Q132455
Q131228	Q131230
Q131228	Q131458
Q131228	Q131725
Q131228	Q132102
Q131228	Q132145
Q131228	Q133297
Q131228	Q133373
Q131228	Q133382
Q131228	Q133455
Q131228	Q133820
Q131228	Q133824
Q131228	Q133826
Q131228	Q133834
Q131228	Q133849
Q131228	Q133850
Q131228	Q133853
Q131228	Q133854
Q131228	Q133855
Q131234	Q131928
Q131244	Q75039
Q131250	Q131815
Q131252	Q131815
Q131270	Q132506
Q131272	Q132509
Q131278	Q131815
Q131280	Q132525
Q131284	Q75039
Q131286	Q132527
Q131286	Q75282
Q131288	Q74970
Q131290	Q132334
Q131294	Q132529
Q131298	Q74656
Q131314	Q132112
Q131316	Q132358
Q131316	Q132532
Q131316	Q132533
Q131320	Q75039
Q131326	Q131508
Q131332	Q132251
Q131332	Q132602
Q131334	Q132517
Q131346	Q131356
Q131346	Q134009
Q131352	Q132695
Q131372	Q131717
Q131374	Q132704
Q131374	Q74656
Q131400	Q132719
Q131412	Q132724
Q131420	Q70439
Q131426	Q131428
Q131438	Q74701
Q131440	Q74698
Q131450	Q132735
Q131450	Q133080
Q131450	Q133222
Q131458	Q132702
Q131472	Q132760
Q131482	Q75039
Q131510	Q132032
Q131510	Q74656
Q131518	Q75351
Q131522	Q131907
Q131522	Q75282
Q131554	Q74656
Q131556	Q74720
Q131560	Q132882
Q131584	Q131654
Q131598	Q132790
Q131604	Q132794
Q131612	Q131618
Q131638	Q75039
Q131644	Q75039
Q131656	Q131715
Q131658	Q132062
Q131658	Q132733
Q131658	Q132798
Q131658	Q132799
Q131658	Q134052
Q131660	Q75249
Q131664	Q132309
Q131666	Q132822
Q131667	Q131715
Q131669	Q132032
Q131671	Q132036
Q131675	Q132843
Q131681	Q74656
Q131683	Q132324
Q131683	Q132325
Q131683	Q132326
Q131683	Q132851
Q131685	Q132857
Q131691	Q75210
Q131705	Q74656
Q131709	Q75039
