qid	birth_precision	death_precision
Q141724		9
Q141725	9	11
Q141726	9	9
Q141727		9
Q141731		9
Q141732		9
Q141736		11
Q141737	11	11
Q141738	9	9
Q141739	9	9
Q141742		11
Q141743		9
Q141745		9
Q141746		9
Q141747	11	9
Q141749	9	11
Q141755	9	11
Q141765	11	11
Q141767	11	
Q141768	9	11
Q141770	11	
Q141771	11	
Q141773		9
Q141774	9	11
Q141775	9	
Q141776	11	11
Q141779	11	9
Q141780	9	
Q141781	9	9
Q141783	9	
Q141784	11	11
Q141787	11	9
Q141789	9	11
Q141791	11	11
Q141793	11	11
Q141798	11	11
Q141799	9	
Q141800	9	
Q141803		9
Q141806	11	
Q141807	9	11
Q141822		9
Q141824	9	
Q141825		9
Q141828	9	9
Q141829		11
Q141831		11
Q141832	11	11
Q141834		11
Q141835		9
Q141837		9
Q141840	9	9
Q141845	9	
Q141846	9	
Q141848	9	9
Q141849	9	9
Q141851	9	9
Q141853	9	
Q141854	9	
Q141858	9	
Q141859		9
Q141869	9	
Q141872	9	
Q141873	9	
Q141879	11	11
Q141882	9	
Q141888	9	
Q141891	9	
Q141895	9	9
Q141897	9	
Q141901	9	
Q141906	11	11
Q141911	11	11
Q141912		11
Q141913		9
Q141914		11
Q141922	9	
Q141928	9	
Q141929	9	9
Q141975	11	11
Q141976	9	
Q141988	9	11
Q141989	9	9
Q142008	9	
Q142017	11	11
Q142022	9	11
Q142039	9	
Q142040	9	
Q142042	9	11
Q142050	11	11
Q142051		10
Q142053	9	11
Q142054	9	
Q142056		9
Q142057	9	
Q142059	11	11
Q142071	9	
Q142099	11	11
Q142103	9	9
Q142104	9	9
Q142113	9	
Q142126	9	
Q142127	11	11
Q142130	9	11
Q142133	9	
Q142139	9	
Q142141	9	
Q142143	11	11
Q142145	9	11
Q142146	9	11
Q142147	9	9
Q142148	9	9
Q142149	9	11
Q142150	11	10
Q142152	11	11
Q142153	9	10
Q142154	9	
Q142155	9	
Q142157	11	11
Q142158	11	11
Q142159	11	11
Q142160	9	9
Q142162	9	9
Q142163	9	
Q142164	9	
Q142165	9	9
Q142166		9
Q142167	9	9
Q142168	9	
Q142170	11	11
Q142171	9	11
Q142172	9	11
Q142173	9	9
Q142174	9	
Q142175	9	9
Q142177	11	
Q142179	9	
Q142205	11	9
Q142206	9	9
Q142208	9	
Q142210	11	11
Q142211	9	9
Q142212	9	11
Q142213		11
Q142214	9	9
Q142215	9	11
Q142217	11	9
Q142219	9	
Q142221	11	11
Q142222	11	11
Q142223	11	11
Q142224	9	11
Q142225	11	11
Q142226		9
Q142227	9	9
Q142228	9	9
Q142229	11	11
Q142230		9
Q142231	9	9
Q142234	11	
Q142235	9	9
Q142236	9	
Q142237	9	
Q142249	9	9
Q142250	11	11
Q142251	11	9
Q142252	11	11
Q142253	11	11
Q142254	9	
Q142255	9	9
Q142256		9
Q142257	11	
Q142258	11	11
Q142259	9	9
Q142260	9	11
Q142261		9
Q142262		9
Q142265	9	10
Q142267	11	11
Q142268	9	9
Q142269	9	9
Q142270	9	11
Q142271	9	11
Q142272	9	11
Q142274	11	11
Q142278	9	
Q142279	9	9
Q142281	9	9
Q142282	9	11
Q142286	9	11
Q142288		9
Q142289	9	9
Q142297	9	9
Q142302	9	9
Q142303	9	11
Q142304	9	9
Q142305	9	9
Q142306	9	11
Q142307	9	9
Q142308	9	11
Q142309	9	9
Q142312	9	9
Q142313	9	9
Q142314		9
Q142315	11	11
Q142316	9	11
Q142320	9	
Q142322	11	11
Q142324		9
Q142325	9	9
Q142326	11	11
Q142327		11
Q142330	9	11
Q142331	9	11
Q142332	9	
Q142333		9
Q142334	9	
Q142336	9	11
Q142338	9	
Q142339	11	11
Q142341	11	11
Q142343	9	11
Q142345	9	9
Q142347	9	
Q142361	9	9
Q142379	9	
Q142381	9	
Q142394	11	11
Q142396	9	11
Q142398	11	11
Q142399	9	11
Q142402	9	9
Q142403	11	11
Q142405	11	11
Q142406	9	9
Q142407	11	11
Q142408	11	11
Q142409	11	11
Q142410	11	11
Q142411	11	11
Q142412	11	11
Q142413		9
Q142414	9	11
Q142415	9	
Q142417	9	11
Q142418	9	10
Q142421	9	11
Q142422	11	11
Q142424	9	11
Q142425	9	11
Q142426	9	11
Q142427	11	11
Q142428		10
Q142430	11	11
Q142431	9	11
Q142432	9	9
Q142433	11	11
Q142434	11	11
Q142435		9
Q142436	9	9
Q142437	11	11
Q142438	9	11
Q142439	9	9
Q142440	9	11
Q142441	9	
Q142442	9	11
Q142443	9	11
Q142444		11
Q142445	9	11
Q142446	9	9
Q142447	11	11
Q142448	9	11
Q142450		9
Q142451		9
Q142452	9	
Q142453		9
Q142454	9	11
Q142456		11
Q142457	9	11
Q142458	9	11
Q142460	9	11
Q142527	11	9
Q142528	9	9
Q142536	9	
Q142596	11	11
Q142602	9	
Q142639	9	9
Q142646	9	
Q142648	9	
Q142670	9	
Q142671	9	9
Q142672	9	
Q142696	9	11
Q142697	9	9
Q142698	11	9
Q142699	9	
Q142727	11	11
Q142744	9	9
Q142748	9	9
Q142752	9	9
Q142753	9	
Q142755	9	
Q142772	9	9
Q142783	9	
Q142785	9	
Q142786	9	
Q142787	9	9
Q142788		9
Q142795		9
Q142799	9	
Q142800	9	11
Q142804	9	
Q142806	11	11
Q142807	9	10
Q142809	9	11
Q142810	9	9
Q142820	9	9
Q142830	9	
Q142831	9	
Q142833	9	9
Q142834	9	9
Q142847	9	
Q142862	9	9
Q142872	9	
Q142878	9	
Q142880	9	
Q142890	9	
Q142891	9	9
Q142892	9	
Q142898	9	9
Q142902	9	9
Q142905	9	
Q142906	9	9
Q142930	9	9
Q142933	11	11
Q142934	9	
Q142949	9	10
Q142955	9	
Q142983	9	
Q142984	9	9
Q143018	9	
Q143036	9	
Q143051	9	
Q143055	9	9
Q143062	9	9
Q143105	9	
Q143156	9	9
Q143165	9	
Q143176	9	
Q143183	9	
Q143245	9	
Q143246	9	9
Q143247	9	11
Q143249		9
Q143250	9	
Q143251	9	
Q143252	9	11
Q143254	9	
Q143255	11	11
Q143257	9	9
Q143258	11	
Q143259	9	9
Q143260	11	11
Q143261	9	11
Q143262	9	11
Q143263	9	11
Q143264	11	11
Q143265	9	
Q143266	9	9
Q143270	9	11
Q143271		11
Q143272	11	9
Q143273	9	11
Q143274	11	11
Q143278	9	11
Q143279	9	9
Q143280	11	11
Q143281	9	9
Q143282		9
Q143284	11	11
Q143285		9
Q143290	11	9
Q143307	9	11
Q143308	9	11
Q143310	11	11
Q143316	11	11
Q143317	9	11
Q143322	9	9
Q143323	9	
Q143324	9	9
Q143326	9	9
Q143329	9	9
Q143334	9	11
Q143335		9
Q143337	9	
Q143342	9	9
Q143343		11
Q143344		9
Q143345	11	
Q143346	9	9
Q143351		11
Q143367	11	9
Q143373	9	
Q143374		9
Q143375	9	
Q143376		11
Q143377		11
Q143378	9	11
Q143383	9	11
Q143384	9	11
Q143385	9	11
Q143389	11	11
Q143395	11	11
Q143401	9	11
Q143409	9	
Q143410	9	
Q143412	9	11
Q143413	9	9
Q143415		11
Q143416		11
Q143417	11	11
Q143418	11	11
Q143419	11	11
Q143420	9	9
Q143421	9	11
Q143422	9	
Q143423	9	9
Q143424	9	9
Q143427	9	9
Q143428	11	11
Q143429	11	11
Q143430	9	9
Q143431	11	9
Q143432	9	
Q143433	9	9
Q143435	9	9
Q143437	9	
Q143440	11	11
Q143441	11	
Q143442	11	
Q143443	9	
Q143444	9	9
Q143446	9	11
Q143448	9	11
Q143464	11	11
Q143467	9	11
Q143468	9	11
Q143469	9	11
Q143472		9
Q143473	9	9
Q143475	9	11
Q143476	9	11
Q143478		11
Q143493	9	11
Q143499	9	11
Q143523		9
Q143528	9	9
Q143529	9	9
Q143530	9	9
Q143531	9	9
Q143532	9	11
Q143534	9	9
Q143535	9	
Q143536	9	9
Q143537		11
Q143538		9
Q143540	9	9
Q143542	9	11
Q143543	9	11
Q143544	9	11
Q143545	9	11
Q143547	11	11
Q143548	9	9
Q143549		9
Q143550	11	9
Q143551	9	11
Q143552	9	11
Q143555	11	11
Q143556	9	
Q143557	11	11
Q143558	11	11
Q143559		9
Q143560	11	11
Q143562	9	11
Q143563	9	11
Q143564	9	9
Q143567	9	11
Q143570	9	9
Q143571	9	11
Q143572	9	
Q143573	9	9
Q143575	11	11
Q143576	9	11
Q143577	9	11
Q143578	9	
Q143583	9	11
Q143584		11
Q143585	9	9
Q143586	9	
Q143587	9	9
Q143588		9
Q143590	9	11
Q143596	9	9
Q143597		9
Q143598		11
Q143599	9	9
Q143600	9	9
Q143603	9	
Q143604	9	
Q143605	11	11
Q143606	9	11
Q143607	11	11
Q143608	9	11
Q143609	9	11
Q143610	9	11
Q143612	9	11
Q143613	9	11
Q143617	11	11
Q143618	9	
Q143619		9
Q143621	9	9
Q143625	9	
Q143626	9	11
Q143627		9
Q143630	9	
Q143631	9	
Q143632	11	11
Q143633	11	11
Q143636		9
Q143637	9	11
Q143638	9	
Q143639	9	11
Q143640	11	11
Q143654	11	11
Q143656	11	11
Q143657	9	9
Q143658	9	
Q143659	9	11
Q143660	9	9
Q143661	9	
Q143663	9	9
Q143664	9	11
Q143666	9	
Q143670	9	9
Q143671	9	11
Q143672	9	
Q143674	9	11
Q143676		9
Q143678	9	9
Q143679	9	
Q143680	9	
Q143681	9	
Q143685	9	
Q143686	9	11
Q143687	9	11
Q143688	9	11
Q143689	9	11
Q143690		9
Q143691	9	9
Q143692		11
Q143693	9	11
Q143695	11	9
Q143699	11	11
Q143703	9	
Q143704		11
Q143705	11	11
Q143706	9	
Q143707	9	
Q143708	9	9
Q143709	9	9
Q143710	9	9
Q143712	9	
Q143713	9	9
Q143714	9	11
Q143717		9
Q143718	11	11
Q143721		11
Q143725	11	9
Q143726	9	
Q143727	9	9
Q143729		9
Q143731		9
Q143733	9	9
Q143734	9	11
Q143735		11
Q143736	11	11
Q143737	11	11
Q143738	9	9
Q143740	9	9
Q143741	9	
Q143742		9
Q143743	9	11
Q143746	9	9
Q143747	9	
Q143749	9	
Q143752	9	11
Q143753	9	9
Q143756		9
Q143757		11
Q143759		9
Q143760	9	9
Q143761	9	11
Q143763		11
Q143764	9	11
Q143765	9	9
Q143767	9	11
Q143770		11
Q143771	9	
Q143772		9
Q143774	9	
Q143775		9
Q143776	9	
Q143777		9
Q143790	9	9
Q143792	9	11
Q143793	9	11
Q143795	9	11
Q143797	9	
Q143798		11
Q143800	9	
Q143802		9
Q143803	9	11
Q143804	9	9
Q143805	9	
Q143807	9	10
Q143812	11	11
Q143813	11	11
Q143815	11	11
Q143816	11	11
Q143817		11
Q143818	9	11
Q143819	9	9
Q143821	9	
Q143825		9
Q143826	9	11
Q143827	9	9
Q143828	11	
Q143829		11
Q143830	11	11
Q143831	9	
Q143832	9	9
Q143833	9	11
Q143843		11
Q143844	11	9
Q143845	11	11
Q143848	9	9
Q143851		11
Q143852	9	
Q143853		11
Q143855		11
Q143857	9	9
Q143858	11	11
Q143859	11	11
Q143860	11	11
Q143863	11	11
Q143864	9	11
Q143865		9
Q143866		9
Q143867	9	9
Q143868		9
Q143869	9	11
Q143870		9
Q143872	11	11
Q143873	9	9
Q143874	9	
Q143875	9	11
Q143876	9	9
Q143877	11	11
Q143878	9	11
Q143879	9	9
Q143880	9	9
Q143881	9	9
Q143882		11
Q143883	11	11
Q143886	11	11
Q143888	11	11
Q143891	9	
Q143892	9	9
Q143893	9	
Q143895	9	9
Q143896	9	9
Q143898	9	9
Q143899	11	11
Q143900	9	
Q143901	9	9
Q143902	9	9
Q143903		9
Q143905	9	9
Q143906	11	11
Q143910		11
Q143911	11	11
Q143912		9
Q143913		9
Q143914		9
Q143915		9
Q143916		9
Q143917	11	11
Q143918		11
Q143919		11
Q143920		11
Q143922		9
Q143927		9
Q143928		9
Q143929		9
Q143930		9
Q143931		9
Q143932		9
Q143933		9
Q143934	11	11
Q143935	11	11
Q143936		11
Q143937		11
Q143938	9	
Q143940	11	
Q143941	9	9
Q143959	9	9
Q143960	11	11
Q143963	11	11
Q143964	9	11
Q143965	9	11
Q143966	9	11
Q143967	11	11
Q143968	9	9
Q143969	9	9
Q143970	11	11
Q143971	11	11
Q143972	9	11
Q143973	9	9
Q143978		11
Q143981	9	
Q143983	11	11
Q143984	9	11
Q143986		9
Q143992	9	11
Q143993	9	
Q143996	9	
Q143997	9	
Q143998	9	11
Q143999	9	10
Q144000	9	11
Q144001	9	11
Q144002	9	9
Q144003		9
Q144004		9
Q144005	9	11
Q144007	11	
Q144009	9	11
Q144011	9	
Q144016	9	9
Q144017	9	9
Q144019	9	
Q144021	9	11
Q144022	11	9
Q144025	11	9
Q144026	9	11
Q144027	9	
Q144028		9
Q144029	9	11
Q144030	9	
Q144031	9	
Q144032	9	9
Q144035	9	9
Q144036	9	
Q144038	9	11
Q144039	9	9
Q144040	9	9
Q144041	11	11
Q144043	11	11
Q144044	9	
Q144046	9	9
Q144047		9
Q144049	9	9
Q144050	9	9
Q144051	9	
Q144053	9	9
Q144054	9	9
Q144056	9	9
Q144057	9	9
Q144058	9	
Q144059		9
Q144062	9	
Q144067	9	9
Q144070	9	9
Q144071	9	11
Q144074	9	11
Q144077	9	9
Q144078	9	11
Q144081	9	9
Q144082	9	9
Q144083	9	
Q144085	9	11
Q144088	9	11
Q144092	9	
Q144095	9	9
Q144096	9	11
Q144097	11	
Q144101	9	9
Q144104	11	11
Q144105	9	
Q144106	9	9
Q144107	9	
Q144108	9	
Q144109	9	9
Q144110	9	9
Q144111		11
Q144112	11	11
Q144118		9
Q144120	9	
Q144125	9	
Q144127	9	11
Q144130	9	9
Q144131	9	
Q144132	9	9
Q144134	11	9
Q144135	9	9
Q144137	9	
Q144143	9	9
Q144147	11	9
Q144150		9
Q144151	9	11
Q144152	9	11
Q144153	11	11
Q144154	9	11
Q144155	9	11
Q144156		9
Q144158	11	11
Q144159	9	
Q144160	9	
Q144163	9	
Q144164	9	9
Q144166		11
Q144167	9	11
Q144169	11	
Q144171	9	9
Q144173	9	9
Q144177	9	9
Q144179	9	
Q144182	9	11
Q144183	9	11
Q144184		9
Q144185	11	11
Q144186	9	9
Q144187	9	11
Q144188	11	11
Q144189	11	
Q144190		11
Q144192	11	11
Q144195	11	11
Q144196	9	11
Q144197	11	11
Q144198	9	9
Q144200	11	11
Q144201	9	11
Q144203		11
Q144204	11	11
Q144205	11	11
Q144207	9	9
Q144211	9	
Q144213	9	11
Q144217	11	9
Q144218	9	9
Q144222		9
Q144223	11	11
Q144226	9	
Q144228	9	9
Q144232	11	11
Q144233	9	11
Q144235	9	11
Q144236	11	11
Q144237	9	
Q144238	11	11
Q144239	11	11
Q144240	9	9
Q144243	9	11
Q144248	9	
Q144249	9	
Q144252	9	
Q144255	11	
Q144256	11	11
Q144259	9	9
Q144261	9	9
Q144262	9	
Q144264	9	9
Q144265	9	9
Q144267	9	9
Q144272	9	9
Q144273	9	9
Q144275	9	
Q144276	9	9
Q144277	9	9
Q144278	9	
Q144279	9	9
Q144281	9	9
Q144282		9
Q144283	9	
Q144286	9	
Q144287		9
Q144288	9	
Q144289	11	11
Q144291	9	9
Q144293	9	9
Q144294	9	9
Q144297	9	9
Q144298	9	
Q144300	9	
Q144302	9	11
Q144303	9	
Q144304	9	
Q144305	9	
Q144308	9	9
Q144309	9	
Q144310	9	
Q144316	9	9
Q144317	9	
Q144318	9	9
Q144322	9	
Q144323	9	
Q144325	11	
Q144326	11	11
Q144330	9	9
Q144335	9	9
Q144336	9	9
Q144347	9	11
Q144348		9
Q144351		11
Q144352	9	9
Q144353		9
Q144354		9
Q144355		11
Q144356		9
Q144361		9
Q144362		11
Q144364		11
Q144369	11	
Q144371	11	
Q144373		9
Q144374	9	11
Q144380	9	11
Q144381	9	11
Q144386	9	
Q144388	11	9
Q144395	9	
Q144396	11	11
Q144401	9	11
Q144403	9	
Q144404	9	
Q144406	11	11
Q144407	11	11
Q144408	11	
Q144409	11	
Q144411	9	11
Q144412	9	
Q144417	9	
Q144418	9	
Q144421	9	9
Q144423	9	
Q144424	9	
Q144428	11	11
Q144430	9	
Q144433	9	11
Q144434	11	9
Q144438	9	9
Q144443		9
Q144444	11	11
Q144445	9	
Q144467	9	
Q144469		9
Q144479	9	
Q144480	9	9
Q144483	9	
Q144484		9
Q144487	9	
Q144488	9	9
Q144490	9	9
Q144491	9	11
Q144492	9	9
Q144494	9	9
Q144499		9
Q144502		9
Q144505		9
Q144507		9
Q144509	9	9
Q144511	9	9
Q144526	9	
Q144527	9	9
Q144537		11
Q144553	9	
Q144554	9	
Q144569	9	
Q144590	9	
Q144598	9	9
Q144602		9
Q144609	9	
Q144616	9	9
Q144618	9	
Q144691	9	
Q144693	11	11
Q144694	11	9
Q144695	9	11
Q144696	9	11
Q144698	9	
Q144724	9	
Q144725	9	
Q144738	11	11
Q144743		11
Q144744		11
Q144745		11
Q144746		11
Q144747		11
Q144775		9
Q144777	9	
Q144779	9	9
Q144780	9	9
Q144781	11	11
Q144782		11
Q144783	9	11
Q144784	11	11
Q144788	9	11
Q144791		9
Q144792		9
Q144793		9
Q144805	9	9
Q144806	9	
Q144820		9
Q144830	11	9
Q144831	11	11
Q144833	9	9
Q144834		9
Q144835	9	9
Q144839	9	
Q144843	9	
Q144854	9	9
Q144855	9	
Q144856	9	11
Q144865	9	
Q144870	11	11
Q144871	9	11
Q144873	9	10
Q144875	9	10
Q144876		11
Q144877	9	9
Q144878	9	
Q144882	9	
Q144883	9	
Q144884		11
Q144885		9
Q144886	9	11
Q144887	9	10
Q144889	9	
Q144891	9	9
Q144892		11
Q144893	9	9
Q144895	9	
Q144896	11	11
Q144897		9
Q144898	10	11
Q144899	11	11
Q144901		9
Q144902	9	
Q144905	11	9
Q144908	11	11
Q144909	11	11
Q144910		11
Q144911	11	9
Q144912	9	
Q144913	9	9
Q144914	11	11
Q144915	9	11
Q144916	9	9
Q144918	9	11
Q144919	9	
Q144921	9	11
Q144922		11
Q144923	11	11
Q144924	9	9
Q144925	9	11
Q144926	11	11
Q144927	9	9
Q144928	10	9
Q144929	9	11
Q144930	9	11
Q144931	9	11
Q144932	11	11
Q144933	9	9
Q144934	9	11
Q144935	9	11
Q144938	9	
Q144940	9	11
Q144941	9	
Q144943	11	11
Q144944	9	
Q144945	9	
Q144946	9	11
Q144948	9	9
Q144949	9	
Q144952	9	9
Q144954	11	
Q144955	9	
Q144956	9	11
Q144958	9	9
Q144959	9	9
Q144960	11	9
Q144962	9	9
Q144985	9	
Q144989	11	9
Q144990	9	
Q144991	11	
Q144992	11	11
Q144993	9	
Q144994	9	11
Q144998	11	9
Q145000	9	11
Q145002		11
Q145003		11
Q145004	11	11
Q145005	9	11
Q145006	9	9
Q145008	11	11
Q145014	9	
Q145015	9	9
Q145016	9	9
Q145019	9	11
Q145020		9
Q145028	11	11
Q145030	9	9
Q145031	11	9
Q145032		9
Q145033	9	9
Q145034	11	11
Q145035	11	11
Q145036	9	
Q145037	9	9
Q145046	9	11
Q145047	9	9
Q145048	9	9
Q145050	9	
Q145051	9	11
Q145052	11	9
Q145053	9	9
Q145055	9	11
Q145056	9	9
Q145057	11	11
Q145058	9	11
Q145059	11	11
Q145060	9	9
Q145062	9	9
Q145063	10	11
Q145064	11	9
Q145065	9	
Q145067	11	11
Q145068	11	11
Q145069	11	11
Q145070	11	11
Q145071	11	11
Q145072	11	11
Q145077	9	11
Q145078	9	11
Q145079	9	9
Q145082	11	11
Q145085	9	11
Q145086	9	11
Q145087	9	11
Q145095	11	11
Q145097	11	11
Q145098	11	11
Q145099	9	9
Q145100	9	9
Q145101	9	
Q145102	11	11
Q145103	9	9
Q145106	9	9
Q145113		9
Q145114	9	9
Q145115	9	11
Q145116	11	11
Q145117	9	11
Q145118	9	
Q145119	9	
Q145120	9	11
Q145121	9	
Q145122	11	11
Q145125	11	11
Q145127	11	11
Q145130	9	9
Q145131	9	
Q145132	11	11
Q145133	11	11
Q145134	11	11
Q145135	9	11
Q145136	11	11
Q145137	9	11
Q145138	11	10
Q145140	9	9
Q145141		9
Q145142	9	
Q145144	9	11
Q145145	9	9
Q145147	9	9
Q145148	9	9
Q145149		9
Q145150	9	11
Q145151	11	11
Q145152		11
Q145153		11
Q145154	9	11
Q145155	11	11
Q145156	9	
Q145157	9	9
Q145158	11	11
Q145159	9	
Q145160	9	9
Q145161		11
Q145162	9	11
Q145163	9	9
Q145164	9	
Q145165	9	11
Q145167		9
Q145168	9	
Q145169		9
Q145170	9	9
Q145173	9	11
Q145176	9	
Q145177	9	9
Q145178	9	11
Q145180	9	
Q145183	11	11
Q145184	9	
Q145185	9	11
Q145190		9
Q145192	9	
Q145193	9	11
Q145194	9	
Q145195	9	
Q145198		10
Q145202		9
Q145205		9
Q145206		11
Q145207		9
Q145208	9	9
Q145209	9	
Q145213	9	9
Q145216		9
Q145217		10
Q145218	9	9
Q145219	9	9
Q145220	9	9
Q145221		9
Q145222	11	11
Q145223	9	9
Q145225	11	11
Q145226	11	11
Q145229	9	
Q145230	11	9
Q145231	11	11
Q145232	9	9
Q145233		11
Q145237	9	11
Q145238		9
Q145239	9	
Q145242	9	11
Q145244	9	11
Q145245	11	11
Q145246	9	
Q145247		9
Q145248	9	9
Q145249	11	9
Q145250	9	9
Q145251	9	
Q145252	9	9
Q145253	11	11
Q145254	9	
Q145255		9
Q145256	9	
Q145257	9	11
Q145259	9	11
Q145260	9	
Q145262		9
Q145263		11
Q145264		11
Q145266		11
Q145267	9	9
Q145268	9	9
Q145269	11	11
Q145270	9	9
Q145271		9
Q145272	9	9
Q145273	9	9
Q145274	9	9
Q145275		11
Q145276	9	11
Q145278	9	11
Q145280	9	9
Q145284	9	9
Q145285	9	
Q145286	9	11
Q145293	11	9
Q145294	9	
Q145295	11	11
Q145296	9	9
Q145297	11	11
Q145298	11	
Q145299	11	
Q145301	11	11
Q145302	9	9
Q145306		11
Q145330	9	
Q145331	11	11
Q145332	9	9
Q145334	9	9
Q145360	9	9
Q145365	9	
Q145370		9
Q145392	9	9
Q145394	9	
Q145396	9	9
Q145397	9	11
Q145398	11	11
Q145399	9	
Q145400	9	11
Q145401	9	
Q145402	9	11
Q145403	11	11
Q145404	9	
Q145407	9	11
Q145409		11
Q145410	9	11
Q145411	9	
Q145412	9	9
Q145413	9	11
Q145414	11	11
Q145415	11	11
Q145418		9
Q145420		11
Q145421	9	11
Q145422	9	
Q145423	11	11
Q145424	9	11
Q145427		11
Q145428		11
Q145429	9	11
Q145430	11	11
Q145432		11
Q145434	9	9
Q145435	11	11
Q145436	11	11
Q145437	9	9
Q145438	9	11
Q145439		9
Q145440	9	9
Q145441		9
Q145444	11	9
Q145445		9
Q145446	9	9
Q145448	9	10
Q145449	9	9
Q145451		11
Q145452	9	9
Q145453	9	11
Q145455	11	11
Q145456	9	9
Q145458	9	9
Q145459	9	
Q145460	9	
Q145461	11	
Q145462	9	11
Q145463	9	9
Q145464	9	9
Q145465	11	11
Q145466	11	11
Q145467	9	9
Q145468	9	11
Q145469	9	11
Q145470	9	
Q145472	9	9
Q145473	11	9
Q145485	9	11
Q145486		11
Q145487	9	11
Q145488	9	9
Q145489	9	
Q145490	9	11
Q145491	9	9
Q145492	11	11
Q145493	11	11
Q145494	11	9
Q145495	9	
Q145498	9	11
Q145499		9
Q145501	9	
Q145504	11	11
Q145505	9	11
Q145506	9	
Q145507	9	11
Q145511		11
Q145512		11
Q145513	9	11
Q145516	9	11
Q145518	9	11
Q145522	9	
Q145582	9	
Q145596	11	11
Q145598	9	11
Q145606	9	
Q145607		11
Q145627	9	9
Q145640	9	9
Q145723	9	
Q145728	9	
Q145744	9	9
Q145745	9	
Q145747		11
Q145748	11	
Q145749	9	11
Q145752	9	9
Q145755	9	
Q145757	9	
Q145758	9	
Q145798	9	11
Q145799	9	9
Q145800	9	9
Q145801	9	9
Q145802	11	9
Q145803	9	
Q145804	9	
Q145805	9	11
Q145807	9	
Q145846	9	11
Q145847	9	
Q145854	9	9
Q145855	9	9
Q145856	9	9
Q145857	9	9
Q145863	9	
Q145868	9	
Q145880	9	9
Q145881	9	9
Q145888	9	9
Q145889	9	
Q145890	9	9
Q145891	9	9
Q145892	9	
Q145900	9	
Q145901	9	10
Q145917		11
Q145938	9	9
Q145939	9	
Q145940	9	9
Q145943	9	9
Q145944	9	9
Q145946	9	9
Q145947		11
Q145950	9	
Q145959		9
Q145967	9	11
Q145968	9	9
Q145971		11
Q145976	9	
Q145978	9	11
Q145979	9	10
Q145981	9	11
Q145982	9	11
Q145983	9	9
Q145984	11	11
Q145985		11
Q145987	9	
Q145994	9	9
Q145995		9
Q146001	9	11
Q146007	9	9
Q146009	9	9
Q146010	9	11
Q146012	9	
Q146027	9	11
Q146053	11	
Q146069	9	
Q146086	9	
Q146114	9	9
Q146116		9
Q146117	11	9
Q146124	9	
Q146153	9	
Q146186	9	
Q146188	9	11
Q146214		11
Q146243	9	9
Q146260	9	
Q146290	9	9
Q146337	9	
Q146366	9	
Q146400	9	
Q146409	9	
Q146419	9	
Q146420	9	
Q146441	9	9
Q146505	11	11
Q146506	9	
Q146507		9
Q146508	9	9
Q146511		11
Q146512	9	11
Q146513	9	11
Q146515	11	11
Q146518		11
Q146519	9	9
Q146521	9	11
Q146523	11	9
Q146524	9	
Q146525	9	9
Q146526		11
Q146527	9	9
Q146529	9	11
Q146531	9	9
Q146532	9	11
Q146533	11	11
Q146534		11
Q146535	9	9
Q146536		9
Q146537	9	
Q146538	9	9
Q146539	11	11
Q146540	9	9
Q146541	9	9
Q146542	9	9
Q146543		9
Q146546	11	11
Q146550	11	11
Q146551		9
Q146552	11	11
Q146553	11	11
Q146554	11	11
Q146555	9	
Q146556	9	
Q146557	9	
Q146559	9	11
Q146560	9	11
Q146561	9	11
Q146562	9	
Q146564	9	9
Q146566		11
Q146567	9	11
Q146568	11	11
Q146569	11	11
Q146571	11	11
Q146572	11	11
Q146573	11	11
Q146574		9
Q146575		11
Q146576	9	11
Q146577	11	11
Q146578	9	11
Q146579	9	11
Q146584		9
Q146585	11	11
Q146586	9	9
Q146587	11	11
Q146597	11	11
Q146598	9	11
Q146603	9	9
Q146608	9	9
Q146611		11
Q146613	9	11
Q146614	9	9
Q146615	11	11
Q146616	11	11
Q146619		10
Q146622		9
Q146623	9	9
Q146625		9
Q146626		9
Q146627	9	9
Q146631	9	
Q146634	9	11
Q146635	9	
Q146637	9	
Q146639	11	11
Q146640	9	11
Q146641	9	9
Q146642		9
Q146643		9
Q146648	9	9
Q146649	9	9
Q146650	9	9
Q146656	9	11
Q146657	9	
Q146659		10
Q146662	9	9
Q146669		10
Q146670	9	
Q146674		9
Q146678	11	9
Q146682	9	
Q146689	9	11
Q146694	9	9
Q146695		11
Q146696	9	9
Q146700		11
Q146701		11
Q146702	9	11
Q146703	9	9
Q146704	9	9
Q146705		9
Q146707	11	11
Q146708	9	9
Q146711	9	11
Q146712	9	10
Q146713	11	11
Q146714	9	11
Q146715	9	11
Q146721		11
Q146726	9	9
Q146728	9	
Q146731	9	
Q146740	9	
Q146741	9	11
Q146744	9	
Q146745	11	11
Q146750		9
Q146752	9	
Q146756	9	11
Q146758	11	9
Q146770		9
Q146771	11	11
Q146772	9	9
Q146773		11
Q146775	9	9
Q146776	9	
Q146777		9
Q146780	9	9
Q146781	11	11
Q146782	11	11
Q146783	11	11
Q146784	9	11
Q146791		11
Q146792		11
Q146793	9	9
Q146794	9	11
Q146795	11	11
Q146797	9	
Q146798		9
Q146802		11
Q146803	11	9
Q146804	9	9
Q146805	9	
Q146806	9	9
Q146809		9
Q146810	9	9
Q146811		9
Q146812		9
Q146813		11
Q146814		9
Q146815	9	9
Q146816	11	11
Q146820		11
Q146821	9	9
Q146822	9	
Q146824	9	9
Q146826		11
Q146827	9	11
