qid,english_label,english_description,label_count,description_count,wikidata_qids,geni_ids,wikidata_count,geni_count
Q150339,Robert Mountfort,Peerage person ID=327690,2,1,Q75775022; Q75775022,6000000002106169658,2,1
Q150449,Alice St. John,Peerage person ID=567506,6,1,Q76153416; Q76153416,6000000006444428520,2,1
Q150453,Thomas Baskerville of Pontrilas,(1498-1550),2,1,Q99208423; Q99208423,6000000000196415223,2,1
Q150467,Jasper Tudor,English duke,33,7,Q385679; Q385679,6000000007105746403,2,1
Q150470,Catherine Cromwell,Peerage person ID=131125,9,2,Q75421064; Q75421064,6000000008630964729,2,1
Q150472,Richard Williams,Welsh soldier and courtier (c.1510-1544),15,6,Q11801889; Q11801889,6000000003937346163,2,1
Q150523,"Edward Stanley, 1st Baron Monteagle",English nobleman,10,4,Q1293748; Q1293748,6000000009065772886,2,1
Q150561,Edmund Cornwall,Peerage person ID=328391; (1382-1435),2,1,Q75776429; Q75776429,6000000006444239775,2,1
Q150562,Sir Thomas Cornwall,6th Baron of Burford (1407 - 1472),2,1,Q75775745; Q75775745,6000000006444364929,2,1
Q150574,"Maurice de Berkeley, 4th Baron Berkeley",4th Baron Berkeley,7,3,Q6793556; Q6793556,6000000003098183734,2,1
Q150576,"Maurice Berkeley, 3rd Baron Berkeley",English landowner,5,2,Q27956858; Q27956858,6000000000151698873,2,1
Q150585,Walter Devereux,Lord Chancellor of Ireland,12,5,Q7964676; Q7964676,6000000003649715709,2,1
Q150587,"Walter Devereux, 7th Baron Ferrers of Chartley",Yorkist supporter during the Wars of the Roses,11,6,Q7964675; Q7964675,6000000016439000078,2,1
Q150588,"Henry Percy, 4th Earl of Northumberland",English noble,22,6,Q2705658; Q2705658,6000000011432270767,2,1
Q150589,"Eleanor Percy, Duchess of Buckingham",British duchess,7,3,Q5354355; Q5354355,6000000002665155925,2,1
Q150610,"Henry Grey, 4th Earl of Kent",English noble,84,2,Q5722230; Q5722230,6000000006444762793,2,1
Q150615,"Blanche Herbert, Lady Troy",english noble,8,5,Q4924857; Q4924857,5709739479760063353,2,1
Q150617,Thomas Herbert,Peerage person ID=321417,4,2,Q75762831; Q75762831,6000000001563219494,2,1
Q150647,"Sir Henry Wogan, of Wiston",- Aft 1447/8,2,1,Q99067244; Q99067244,6000000003649626417,2,1
Q150648,Sir Owen Perrot,Peerage person ID=250460,3,2,Q75620641; Q75620641,6000000003649717627,2,1
Q150687,Edmund Walsingham,Lieutenant of Tower of London,37,2,Q5339898; Q5339898,6000000003086690547,2,1
Q150790,Philip Mansel,(1420-1471),5,4,Q19298523; Q19298523,6000000002953809668,2,1
Q150843,Walter Wogan,,2,0,Q110413648; Q110413648,6000000003649728631,2,1
Q150976,John Philipps,Peerage person ID=568090,3,2,Q76154310; Q76154310,6000000006835775682,2,1
Q151241,Magnus Bengtsson,- 1263,7,2,Q5971771; Q5971771; Q5971771,6000000002572920173,3,1
Q151242,Matilda of Holstein,Queen consort of Denmark,25,10,Q287503; Q287503; Q287503,6000000012743369722,3,1
Q151243,Valdemar,King of Sweden (1239–1302),37,26,Q357200; Q357200; Q357200,6000000003455608992,3,1
Q151244,Gregers Birgersson,Swedish knight,15,1,Q4959219; Q4959219; Q4959219,6000000004973008243,3,1
Q151245,Rikissa Birgersdotter,Norwegian queen consort,19,5,Q441785; Q441785; Q441785,6000000003801656372,3,1
Q151246,Magnus III of Sweden,King of Sweden from 1275 to 1290,40,21,Q350220; Q350220; Q350220,317651825030005113,3,1
Q151253,Sigtrygg Bengtsson,(1197-1252),9,2,Q6175684; Q6175684; Q6175684,6000000004974372122,3,1
Q151254,Hafrid Sigtryggsdotter (Boberg),(1220-1286),10,3,Q4988633; Q4988633; Q4988633,6000000029735827017,3,1
Q151255,N.N. Sigtryggsdotter,(est. 1230 - ),9,2,Q23034847; Q23034847; Q23034847,6000000022341639064,3,1
Q151261,Bengt Magnusson,Swedish politician,16,34,Q5569990; Q5569990; Q5569990,6000000012961002090,3,1
Q151264,Sune Ebbesen,(1125-1186),14,4,Q12337724; Q12337724; Q12337724,6000000007086528162,3,1
Q151277,Sophia of Denmark,Swedish queen,22,10,Q2321295; Q2321295; Q2321295,6000000000709878499,3,1
Q151278,"Ingeborg of Denmark, Queen of Norway",Queen consort of Norway,97,15,Q287511; Q287511; Q287511,6000000001651502714,3,1
Q151378,Julia Flavia,daughter of Emperor Titus,31,12,Q239314; Q239314; Q239314,6000000005378117944,3,1
Q151424,Flavia Vespasia,sister of emperor Vespasian,5,3,Q108514305; Q108514305; Q108514305,6000000010111470081,3,1
Q151443,Quintus Petillius Cerialis,son-in-law of emperor Vespasian,27,11,Q348926; Q348926; Q348926,6000000041325461966,3,1
Q151550,Vespasius,uncle of emperor Vespasian,2,1,Q108540626; Q108540626; Q108540626,6000000041284930625,3,1
Q151707,Titus Flavius Claudius Sulpicianus,father-in-law of Roman emperor Pertinax,18,4,Q334910; Q334910; Q334910,6000000041325816868,3,1
Q151739,Didius Julianus,emperor of ancient Rome (193 CE),83,28,Q1440; Q1440; Q1440,6000000006101317134,3,1
Q151760,Pertinax,emperor of Ancient Rome (126-193),80,32,Q1436; Q1436; Q1436,6000000006101317550,3,1
Q151762,Helvia,daughter of Roman emperor Pertinax,3,1,Q108479581; Q108479581; Q108479581,6000000041395903907,3,1
Q151860,Geta,Roman emperor from 209 to 211,75,25,Q183089; Q183089; Q183089,6000000010568748002,3,1
Q151904,Valerius Adelphius Bassus,,11,1,Q7911423; Q7911423; Q7911423,6000000041406080313,3,1
Q15237,"{'language': 'en', 'value': 'Nakamikado'}","{'language': 'en', 'value': 'emperor of Japan'}",45,17,Q314817; Q314817; Q314817,6000000011626674938; 6000000011626674938,3,2
Q15240,Geungusu,Korean Baekje dynasty king from 375 to 384,21,6,Q497625; Q497625; Q497625,6000000012926682220; 6000000012926682220,3,2
Q15263,Li Chengzhao,"person, CBDB = 159227",7,1,Q45598202; Q45598202; Q45598202,6000000075061073821; 6000000075061073821,3,2
Q15264,Li Chengzhi,Tang dynasty person CBDB = 169735,7,1,Q45602206; Q45602206; Q45602206,6000000075060884917; 6000000075060884917,3,2
Q15266,Li Zezhi,Tang dynasty person CBDB = 188011,8,1,Q16076725; Q16076725; Q16076725,6000000075060951888; 6000000075060951888,3,2
Q15469,"{'language': 'en', 'value': 'Tokugawa Hidetada'}","{'language': 'en', 'value': 'Japanese shogun (1579–1632)'}",52,23,Q314464; Q314464; Q314464,6000000001750900591; 6000000001750900591,3,2
Q15476,Tokugawa Yorinobu,"daimyo of the ealy Edo period; 1st lord of Kishu, founder of Kii branch",25,7,Q1045763; Q1045763; Q1045763,6000000032170778221; 6000000032170778221,3,2
Q15691,"{'language': 'en', 'value': 'Higashiyama'}","{'language': 'en', 'value': 'emperor of Japan (1675-1710)'}",46,16,Q313801; Q313801; Q313801,6000000011627101338; 6000000011627101338,3,2
Q15695,"{'language': 'en', 'value': 'Konoe Hisako'}","{'language': 'en', 'value': 'Japanese court lady'}",16,4,Q5360455; Q5360455; Q5360455,6000000012596831896; 6000000012596831896,3,2
Q15701,"{'language': 'en', 'value': 'Sakuramachi'}","{'language': 'en', 'value': 'emperor of Japan (1720-1750)'}",44,14,Q313870; Q313870; Q313870,6000000011627097322; 6000000011627097322,3,2
Q15704,Geunchogo,King of Korean Baekje from 346 to 375,25,8,Q497601; Q497601; Q497601,6000000012926533725; 6000000012926533725,3,2
Q15724,Li Feng,son of emperor Gaozu,11,2,Q11098362; Q11098362; Q11098362,6000000075060870921; 6000000075060870921,3,2
Q15725,Li Zongzhi,Tang dynasty person CBDB = 188013,7,1,Q45475245; Q45475245; Q45475245,6000000075060709953; 6000000075060709953,3,2
Q15726,Li Zheng,Tang dynasty person CBDB = 188014,7,1,Q45475309; Q45475309; Q45475309,6000000075061015833; 6000000075061015833,3,2
Q15727,Li Ying,Tang dynasty person CBDB=188015,7,1,Q45475373; Q45475373; Q45475373,6000000075060897886; 6000000075060897886,3,2
Q15728,Li Runzhi,Tang dynasty person CBDB = 188016,7,1,Q45475438; Q45475438; Q45475438,6000000075060853909; 6000000075060853909,3,2
Q15729,Li Wangzhi,Tang dynasty person CBDB = 166403,7,1,Q45448994; Q45448994; Q45448994,6000000075061052823; 6000000075061052823,3,2
Q15908,Takeda Shingen,Japanese daimyo of the Sengoku period,48,22,Q276404; Q276404; Q276404,6000000042094730937; 6000000042094730937,3,2
Q16118,"{'language': 'en', 'value': 'Tokugawa Masako'}","{'language': 'en', 'value': 'Japanese empress. daughter of Tokugawa Hidetada'}",24,5,Q911334; Q911334; Q911334,6000000012609955026; 6000000012609955026,3,2
Q16158,Tokugawa Mitsukuni,daimyo of the early Edo period; 2nd lord of Mito (1628-1701),28,10,Q1194944; Q1194944; Q1194944,6000000012619900888; 6000000012619900888,3,2
Q100308,"{'language': 'en', 'value': 'Ordoño III of León'}",King of León from 951 to 956,38,14,Q333627,6000000004052699411,1,1
Q100427,"{'language': 'en', 'value': 'García Fernández of Castile'}",Count of Castile (938-995),33,13,Q439138,6000000012996575818,1,1
Q100435,"{'language': 'en', 'value': 'Urraca Fernández'}",Queen consort of León and later of Navarre,27,9,Q1944965,6000000000129435686,1,1
Q100441,"{'language': 'en', 'value': 'Sancho I of Pamplona'}",King of Pamplona from 905 to 925,38,16,Q914160,6000000003795473559,1,1
Q100443,"{'language': 'en', 'value': 'Toda of Pamplona'}",Queen consort to Sancho I of Pamplona (died 958),27,11,Q2288810,6000000013503946568,1,1
Q100483,"{'language': 'en', 'value': 'Gonzalo Fernández of Castile'}",885-915,20,6,Q653617,6000000014013164881,1,1
Q100808,"{'language': 'en', 'value': 'Mutarrif ibn Musa, of the Banu Qasi'}",,1,0,Q2043537,6000000003137948870,1,1
Q100832,"{'language': 'en', 'value': 'Atauil (Muhammad al-Tawil ibn Abd al-Malik) valí de Huesca'}",,1,0,Q3753148,6000000006322709728,1,1
Q100912,"{'language': 'en', 'value': 'Ava of Ribagorza'}",Peerage person ID=416500,13,5,Q8263136,6000000012996575824,1,1
Q100914,"{'language': 'en', 'value': 'Sancho García of Castile'}",Count of Castille,27,11,Q509637,6000000012996889204,1,1
Q100948,"{'language': 'en', 'value': 'Sancho II of Pamplona'}",King of Pamplona from 970 to 994,37,11,Q381250,4876729152710013892,1,1
Q100962,"{'language': 'en', 'value': 'Abda'}",,1,0,Q29441559,6000000002187750545,1,1
Q100976,"{'language': 'en', 'value': 'Dadildis of Pallars'}",836-884,13,4,Q26701870,6000000003772993409,1,1
Q101361,"{'language': 'en', 'value': 'Alfonso V of León'}",King of León,36,17,Q283561,4876709487680081308,1,1
Q102772,"{'language': 'en', 'value': 'Oliba Cabreta'}",Spanish noble and count of Cerdanya and count of Besalú (c.920-990),16,5,Q2499376,5096010198730109069,1,1
Q102909,"{'language': 'en', 'value': 'Berenguer Ramon I, Count of Barcelona'}","count of Barcelona, Girona and Ausona (1005-1035) (r.1018-1035)",28,16,Q819030,6000000000011284066,1,1
Q102913,"{'language': 'en', 'value': 'Ramon Berenguer I, Count of Barcelona'}",count of Barcelona (1023-1076),27,15,Q536326,6000000000011333058,1,1
Q102941,"{'language': 'en', 'value': 'Ramiro I of Aragon'}",,1,0,Q379792,6000000000128732566,1,1
Q104007,"{'language': 'en', 'value': 'Sancho II of León and Castile'}",King of Leon and Castile,49,12,Q317905,6000000004996654885,1,1
Q104011,"{'language': 'en', 'value': 'García II of Galicia'}",King of Galicia,33,13,Q878239,4880903518780047045,1,1
Q104013,"{'language': 'en', 'value': 'Alfonso VI of León and Castile'}","King of León (1065 to 1109), of Castile (1072 to 1109), and of Galicia (1071 to 1109)",57,13,Q235080,6000000000665380375,1,1
Q104087,"{'language': 'en', 'value': 'Sancho I of Portugal'}",King of Portugal (1185–1211),58,25,Q1058544,6000000001196257237,1,1
Q104129,"{'language': 'en', 'value': 'Afonso I of Portugal'}",king of Portugal from 1139 to 1185,73,23,Q587697,6000000002244370573,1,1
Q104135,"{'language': 'en', 'value': 'Theresa of León'}",Countess-Queen of Portugal,40,14,Q237987,6000000000717776836,1,1
Q104137,"{'language': 'en', 'value': 'Henry of Burgundy'}",Count of Portucale (1066–1112),47,22,Q319625,6000000000717877042,1,1
Q140678,Elen verch Gwilym,Peerage person ID=568081,2,1,Q76154295; Q76154295; Q76154295,6000000000120242772,3,1
Q140679,Maredudd ap Philip ap Madog,Peerage person ID=568082,3,2,Q76154297; Q76154297; Q76154297,6000000007399600384,3,1
Q140838,Vagn Åkesson,"Norseman of the late 10th century, mentioned in the Jómsvíkinga saga",14,5,Q2974985; Q2974985; Q2974985,6000000040089350482,3,1
Q140839,Ingeborg Thorkilsdatter,,4,0,Q101248742; Q101248742; Q101248742,6000000001669654419,3,1
Q140840,Asser Thorkilsson,Archbishop of Lund,22,15,Q731354; Q731354; Q731354,6000000043381535047,3,1
Q140843,Bengt Snivil,Swedish politician,23,35,Q1621801; Q1621801; Q1621801,3080341,3,1
Q140852,Magnus II of Sweden,King of Sweden,36,22,Q856159; Q856159; Q856159,6000000001169124236,3,1
Q140853,Buris Henriksen,Danish aristocrat,9,12,Q11962599; Q11962599; Q11962599,6000000003790233060,3,1
Q140854,Knud Henriksson,duke of Southern Jutland from 1157 to 1162,10,3,Q15823958; Q15823958; Q15823958,6000000003790013542,3,1
Q140856,Harold Finson,Peerage person ID=112855,5,1,Q75393457; Q75393457; Q75393457,6000000004533138341,3,1
Q140862,Slavina,,7,2,Q111239463; Q111239463; Q111239463,6000000007705157654,3,1
Q140873,Sune Ivarsson,1060 - 1100,2,2,Q98697954; Q98697954; Q98697954,6000000004533866104,3,1
Q140876,Helga Moddansdóttir,Peerage person ID=198278,3,1,Q50693034; Q50693034; Q50693034,6000000003645825345,3,1
Q140877,Paul Haakonsson,(1100-1138),10,2,Q1781101; Q1781101; Q1781101,6000000181343250860,3,1
Q140878,Harald Haakonsson,Joint Earl of Orkney,7,1,Q3127249; Q3127249; Q3127249,6000000002134793657,3,1
Q140879,Ingibiorg of Orkney,Peerage person ID=198281,2,1,Q75532113; Q75532113; Q75532113,6000000009706835506,3,1
Q140880,Margaret of Orkney,Peerage person ID=107699,2,1,Q75387788; Q75387788; Q75387788,6000000001745051519,3,1
Q140972,Hugh de Mortimer,"English nobleman, died c.1150",6,3,Q19358260; Q19358260; Q19358260,6000000133723355825,3,1
Q140973,Hugh de Mortimer,"Norman-English baron, died c.1181",11,4,Q4151497; Q4151497; Q4151497,6000000003242819650,3,1
Q141009,Þorleikur Höskuldsson,,4,1,Q15709618; Q15709618; Q15709618,6000000001169204750,3,1
Q141010,Þorgils Gellirsson,(1030-1074),11,2,Q16652406; Q16652406; Q16652406,5391921583590136706,3,1
Q141019,Tietburga von Haldensleben,Peerage person ID=8910,4,2,Q75247727; Q75247727; Q75247727,6000000003318546921,3,1
Q141022,Bořivoj I,Duke of Bohemia (9th century),36,11,Q360116; Q360116; Q360116,6000000005874387003,3,1
Q141023,Ludmila of Bohemia,duchess of Bohemia,37,11,Q118087; Q118087; Q118087,6000000001120089414,3,1
Q141024,"Spytihněv I, Duke of Bohemia",Duke of Bohemia,32,13,Q508602; Q508602; Q508602,6000000006906464522,3,1
Q141044,Zoltán of Hungary,Grand Prince of the Magyars (896-949),35,10,Q218878; Q218878; Q218878,6000000006422183306,3,1
Q141055,Count Frederick II Von Harzgau,Peerage person ID=8916,5,3,Q20500239; Q20500239; Q20500239,6000000003827305179,3,1
Q141056,Volkmar II,,8,2,Q1654195; Q1654195; Q1654195,6000000170018576910,3,1
Q141075,unknown daughter of Scotland,Peerage person ID=107687,2,1,Q75387765; Q75387765; Q75387765,6000000021767291047,3,1
Q141079,Somerled Uspaksson,Peerage person ID=107713,3,1,Q75387811; Q75387811; Q75387811,6000000003646023917,3,1
Q141080,Kol Kalisson,Peerage person ID=198302,13,2,Q15728990; Q15728990; Q15728990,6000000001169130795,3,1
Q141081,Rögnvald Kali Kolsson,Earl of Orkney,21,10,Q2109400; Q2109400; Q2109400,6000000004533672567,3,1
Q141089,Manasses I of Guînes,Peerage person ID=689578,6,1,Q2180145; Q2180145; Q2180145,5340710055950059116,3,1
Q141110,Ottar Birting,Norwegian politician,15,27,Q15837854; Q15837854; Q15837854,6000000001175575081,3,1
Q141111,"Arne Ivarrson 'Kongsmaag', Lord of Stodreim",1112 - 1150,6,2,Q101248138; Q101248138; Q101248138,6000000005997274764,3,1
Q141112,Orm Ivarsson,,83,0,Q16650106; Q16650106; Q16650106,6000000009796535940,3,1
Q141114,Nicholas Arnesson,Norwegian bishop/nobleman:Norwegian civil war era,19,6,Q1991299; Q1991299; Q1991299,6000000001251579467,3,1
Q141116,Margret Arnadottir av Stodreim,Bef 1155 -,2,1,Q101248137; Q101248137; Q101248137,6000000001024948055,3,1
Q141117,Eric IX of Sweden,12th-century Swedish King and Saint,57,24,Q310152; Q310152; Q310152,4181250114820035915,3,1
Q141119,"Catherine, Lady Blake",Swedish princess,86,4,Q4958289; Q4958289; Q4958289,6000000004533679272,3,1
Q141121,"Margaret of Sweden, Queen of Norway",Queen consort of Norway,23,3,Q1991150; Q1991150; Q1991150,6000000001251580171,3,1
Q141122,Tore fra Bjarkøy,- Abt 980 (murder by arson),10,1,Q3384935; Q3384935; Q3384935,6000000003645772841,3,1
Q141123,Thorir Hund,Norwegian historical chieftain,26,11,Q2530678; Q2530678; Q2530678,6000000003645760175,3,1
Q141125,Olve på Egge,,4,0,Q9099027; Q9099027; Q9099027,6000000009914517348,3,1
Q141128,Hårek av Tjøtta,Norwegian farmer and chieftain,12,6,Q5493526; Q5493526; Q5493526,6000000006906224300,3,1
Q141129,,,4,0,Q61854645; Q61854645; Q61854645,6000000027107938535,3,1
Q141130,"Matad, Earl of Atholl",Mormaer of Atholl,5,1,Q3298174; Q3298174; Q3298174,6000000004533031432,3,1
Q141139,Unknown,1093 - uncertain 1130,3,1,Q75393450; Q75393450; Q75393450,6000000002043214812,3,1
Q141188,Piotr Włostowic,Polish noble (c. 1080 – 1153),24,16,Q1888873; Q1888873; Q1888873,6000000009168599523,3,1
Q141199,Guttorm Toresson,father of the norweigan queen Ingebjørg Guttormsdatter,2,1,Q75393553; Q75393553; Q75393553,6000000001169224467,3,1
Q141200,Muirchertach Ua Briain,High King of Ireland,20,7,Q1588852; Q1588852; Q1588852,6000000004533048198,3,1
Q141202,Magnus V of Norway,King of Norway,40,20,Q350213; Q350213; Q350213,4076388,3,1
Q141203,Erik Sigurdsson,alleged son of Sigurd II of Norway,29,2,Q75393558; Q75393558; Q75393558,6000000001169174304,3,1
Q141204,Ragnhild Erlingsdotter,1150-,7,3,Q11996949; Q11996949; Q11996949,6000000003645734375,3,1
Q141205,Borghild Olavsdotter,mistress of Sigurd the Crusader,14,1,Q4577095; Q4577095; Q4577095,6000000011453347555,3,1
Q141206,Sæmundr fróði,Icelandic writer,30,32,Q283943; Q283943; Q283943,6000000006798159405,3,1
Q141207,Sæmundur Jónsson,(1154-1222),8,2,Q568500; Q568500; Q568500,4073267,3,1
Q141208,Páll Jónsson,Roman Catholic bishop,16,21,Q471905; Q471905; Q471905,6000000008060356693,3,1
Q141209,Ormur Jónsson Breiðbælingur,politician (1160-1218),12,7,Q796588; Q796588; Q796588,6000000010232166971,3,1
Q141210,Thora Guttormsdatter,1108 - est. 1133,1,1,Q122949820; Q122949820; Q122949820,6000000005436371592,3,1
Q141211,Haakon II of Norway,King of Norway,38,16,Q316398; Q316398; Q316398,4076230,3,1
Q141212,Sigurd Markusfostre,Norwegian pretender,25,7,Q887959; Q887959; Q887959,6000000002187978884,3,1
Q141213,Cecilia Sigurdsdatter,1200-1186,20,5,Q1052410; Q1052410; Q1052410,6000000004327387126,3,1
Q141214,Sverre of Norway,king of Norway,45,16,Q331755; Q331755; Q331755,6000000000351128438,3,1
Q141215,Harald Sigurdsson,Peerage person ID=42791,7,1,Q75291864; Q75291864; Q75291864,6000000012010207011,3,1
Q141216,Jon Kuvlung,Pretender to the Norwegian throne,20,7,Q888578; Q888578; Q888578,6000000003524132341,3,1
Q141217,Bjaðǫk,"mother of Eysteinn Haraldsson, King of Norway",20,4,Q4811064; Q4811064; Q4811064,6000000003645671347,3,1
Q141218,Ragna Nikolasdatter,Norwegian queen,18,6,Q3364492; Q3364492; Q3364492,6000000003082460872,3,1
Q141219,Eystein Meyla,Elected a rival King of Norway during the Norwegian Civil War (1157–1177),22,3,Q329848; Q329848; Q329848,6000000004648342245,3,1
Q141221,Birger Brosa,Swedish politician,25,34,Q561866; Q561866; Q561866,6000000003349637351,3,1
Q141222,Ingegerd Birgersdotter of Bjelbo,Swedish Queen consort,17,5,Q2718143; Q2718143; Q2718143,6000000003491071836,3,1
Q141228,Ragnhild Skoftesdotter,,7,0,Q26327689; Q26327689,6000000004533725621,2,1
Q141229,,,3,2,Q20016510; Q20016510,6000000004381834243,2,1
Q141230,Ragndid Erlingsdotter,Peerage person ID=42834,4,1,Q75291932; Q75291932,6000000001827585415,2,1
Q141231,Ingeborg Bårdsdatter av Rein,(1190 - 1240),10,3,Q19375604; Q19375604,6000000003645734140,2,1
Q141232,Skule Bårdsson,Norwegian nobleman and claimant to the royal throne,24,9,Q725206; Q725206,6000000001198751004,2,1
Q141233,Inge II of Norway,King of Norway,36,17,Q365035; Q365035,5690292675140034936,2,1
Q141234,Sigurd Baardsson,Peerage person ID=42839,3,1,Q75291940; Q75291940,6000000055908960920,2,1
Q141235,Arnulf Baardsson,Peerage person ID=42840,2,1,Q75291984; Q75291984,6000000001655553744,2,1
Q141236,Guttorm Baardsson,Peerage person ID=42841,3,1,Q75291986; Q75291986,6000000008726553805,2,1
